logFC	logCPM	F	PValue	status
SIN3A@09790	 4.441e+00	 6.105924	5.177e+00	0.0321718	test
SIN3A@00679	 4.045e+00	 5.851731	5.171e+00	0.0322692	test
SIN3A@02683	 4.223e+00	 5.483858	5.164e+00	0.0323614	test
SIN3A@08582	-4.442e+00	 3.417390	5.164e+00	0.0323761	test
SIN3A@00022	 4.168e+00	 6.165823	5.161e+00	0.0324187	test
SIN3A@12582	 7.697e+00	 1.308362	5.189e+00	0.0324193	test
SIN3A@00771	-3.186e+00	 5.157511	5.160e+00	0.0324254	test
SIN3A@13791	-4.276e+00	 3.918220	5.160e+00	0.0324258	test
SIN3A@13528	-3.841e+00	 4.039591	5.159e+00	0.0324491	test
SIN3A@11409	-5.469e+00	 2.123595	5.154e+00	0.0325206	test
SIN3A@10832	-3.658e+00	 4.295977	5.143e+00	0.0326977	test
SIN3A@02552	 3.535e+00	 6.260693	5.128e+00	0.0329280	test
SIN3A@06040	 7.798e+00	 3.186726	5.123e+00	0.0329988	test
SIN3A@01694	 5.323e+00	 4.965707	5.123e+00	0.0330021	test
SIN3A@08789	 5.246e+00	 4.402230	5.102e+00	0.0333269	test
SIN3A@09506	-4.696e+00	 2.821965	5.096e+00	0.0334231	test
SIN3A@09030	-5.817e+00	-0.765917	5.187e+00	0.0334232	test
SIN3A@07822	 2.363e+00	 7.288936	5.064e+00	0.0339291	test
SIN3A@10541	 4.694e+00	 4.642392	5.063e+00	0.0339551	test
SIN3A@03568	 2.675e+00	 6.820133	5.062e+00	0.0339577	test
SIN3A@09851	 2.998e+00	 7.004308	5.053e+00	0.0341150	test
SIN3A@02874	-3.891e+00	 4.105413	5.044e+00	0.0342484	test
SIN3A@00657	 3.884e+00	 5.350236	5.042e+00	0.0342870	test
SIN3A@01522	 6.293e+00	 3.365304	5.041e+00	0.0343082	test
SIN3A@13909	-4.647e+00	 2.913706	5.028e+00	0.0345179	test
SIN3A@10978	 4.835e+00	 4.361710	5.025e+00	0.0345697	test
SIN3A@05436	 4.285e+00	 4.748175	5.020e+00	0.0346446	test
SIN3A@13886	-4.611e+00	 2.799392	5.019e+00	0.0346647	test
SIN3A@04951	 5.216e+00	 4.254948	5.018e+00	0.0346728	test
SIN3A@07957	 2.174e+00	 7.410272	5.012e+00	0.0347830	test
SIN3A@01291	-4.312e+00	 3.384823	5.003e+00	0.0349183	test
