S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@13295	2536	18	594	9	547	1	test
Sox2-hU6@13296	173	281	249	362	111	132	test
Sox2-hU6@13297	34	45	237	107	67	36	test
Sox2-hU6@13298	242	314	1276	596	226	377	test
Sox2-hU6@13299	330	247	251	556	160	179	test
Sox2-hU6@13300	234	113	314	191	40	247	test
Sox2-hU6@13301	264	229	453	379	139	180	test
Sox2-hU6@13302	52	86	784	113	106	135	test
Sox2-hU6@13303	184	240	377	121	84	120	test
Sox2-hU6@13304	99	127	414	86	113	110	test
Sox2-hU6@13305	167	211	239	227	72	116	test
Sox2-hU6@13306	21	17	4	27	9	4	test
Sox2-hU6@13307	81	62	139	79	29	49	test
Sox2-hU6@13308	76	65	83	168	32	99	test
Sox2-hU6@13309	46	90	201	101	41	164	test
Sox2-hU6@13310	28	12	72	42	18	6	test
Sox2-hU6@13311	20	12	75	226	35	24	test
Sox2-hU6@13312	300	207	560	294	48	372	test
Sox2-hU6@13313	613	625	1050	884	331	584	test
Sox2-hU6@13314	113	189	614	326	127	173	test
Sox2-hU6@13315	262	149	621	274	126	180	test
Sox2-hU6@13316	21	27	15	33	14	8	test
Sox2-hU6@13317	14	26	57	19	30	25	test
Sox2-hU6@13318	68	150	170	88	37	109	test
Sox2-hU6@13319	242	123	327	221	34	126	test
Sox2-hU6@13320	136	174	486	206	128	208	test
Sox2-hU6@13321	118	137	315	425	48	127	test
Sox2-hU6@13322	46	125	46	47	0	1604	test
Sox2-hU6@13323	122	252	173	41	102	251	test
Sox2-hU6@13324	22	51	56	4	11	122	test
Sox2-hU6@13325	48	15	127	19	7	15	test
Sox2-hU6@13326	154	105	172	264	167	278	test
Sox2-hU6@13327	126	210	488	352	176	162	test
Sox2-hU6@13328	464	312	716	509	242	508	test
Sox2-hU6@13329	749	958	1565	820	444	594	test
Sox2-hU6@13330	277	193	250	81	126	100	test
Sox2-hU6@13331	160	158	591	148	187	99	test
Sox2-hU6@13332	25	31	50	43	29	42	test
Sox2-hU6@13333	283	371	1134	1283	470	499	test
Sox2-hU6@13334	103	142	111	177	50	65	test
Sox2-hU6@13335	272	284	782	371	168	406	test
Sox2-hU6@13336	111	217	265	98	45	194	test
Sox2-hU6@13337	424	320	897	360	316	511	test
Sox2-hU6@13338	68	74	137	48	60	29	test
Sox2-hU6@13339	198	134	294	227	157	120	test
Sox2-hU6@13340	111	142	765	454	191	196	test
Sox2-hU6@13341	32	70	12	27	11	19	test
Sox2-hU6@13342	200	154	590	286	110	140	test
Sox2-hU6@13343	104	31	259	107	17	85	test
Sox2-hU6@13344	100	195	461	231	131	286	test
Sox2-hU6@13345	50	29	125	121	12	37	test
Sox2-hU6@13346	151	120	272	250	128	292	test
Sox2-hU6@13347	368	203	691	519	216	270	test
Sox2-hU6@13348	172	119	376	174	100	111	test
Sox2-hU6@13349	272	236	449	165	140	208	test
Sox2-hU6@13350	4	15	46	8	13	61	test
Sox2-hU6@13351	358	341	849	418	147	256	test
Sox2-hU6@13352	502	464	836	700	415	470	test
Sox2-hU6@13353	449	317	1704	461	307	456	test
Sox2-hU6@13354	128	132	410	207	168	89	test
Sox2-hU6@13355	381	329	745	595	138	389	test
Sox2-hU6@13356	345	207	631	246	169	149	test
Sox2-hU6@13357	292	185	618	79	174	286	test
Sox2-hU6@13358	394	559	789	313	178	309	test
Sox2-hU6@13359	46	35	95	34	86	110	test
Sox2-hU6@13360	83	134	259	291	92	321	test
Sox2-hU6@13361	63	133	108	124	49	40	test
Sox2-hU6@13362	100	231	289	148	150	113	test
Sox2-hU6@13363	177	195	426	202	69	98	test
Sox2-hU6@13364	10	91	232	86	21	37	test
Sox2-hU6@13365	51	80	66	108	10	19	test
Sox2-hU6@13366	265	409	709	182	187	304	test
Sox2-hU6@13367	25	136	118	59	45	41	test
Sox2-hU6@13368	335	401	537	237	131	375	test
Sox2-hU6@13369	497	701	1046	878	489	537	test
Sox2-hU6@13370	98	128	277	102	120	105	test
Sox2-hU6@13371	241	389	974	1165	296	523	test
Sox2-hU6@13372	23	32	146	51	9	37	test
Sox2-hU6@13373	168	300	256	87	177	85	test
Sox2-hU6@13374	180	202	235	135	216	94	test
Sox2-hU6@13375	255	173	404	118	227	522	test
Sox2-hU6@13376	31	45	135	14	34	18	test
Sox2-hU6@13377	86	39	228	258	120	150	test
Sox2-hU6@13378	123	73	557	121	92	76	test
Sox2-hU6@13379	101	183	401	184	66	156	test
Sox2-hU6@13380	62	151	659	145	96	158	test
Sox2-hU6@13381	103	261	159	71	83	52	test
Sox2-hU6@13382	189	323	563	784	122	198	test
Sox2-hU6@13383	192	41	324	131	120	68	test
Sox2-hU6@13384	108	79	307	337	58	154	test
Sox2-hU6@13385	273	194	493	346	158	258	test
Sox2-hU6@13386	136	86	266	114	131	128	test
Sox2-hU6@13387	78	79	153	53	38	98	test
Sox2-hU6@13388	416	790	657	319	225	385	test
Sox2-hU6@13389	109	107	139	32	47	50	test
Sox2-hU6@13390	41	183	180	261	19	180	test
Sox2-hU6@13391	13	56	58	50	20	15	test
Sox2-hU6@13392	84	218	197	127	66	157	test
Sox2-hU6@13393	307	273	506	182	69	200	test
Sox2-hU6@13394	94	120	370	264	52	282	test
Sox2-hU6@13395	102	88	153	74	71	78	test
Sox2-hU6@13396	113	96	203	82	99	71	test
Sox2-hU6@13397	713	1055	1261	793	412	693	test
Sox2-hU6@13398	88	93	179	60	56	73	test
Sox2-hU6@13399	94	73	430	342	81	145	test
Sox2-hU6@13400	128	117	959	339	163	217	test
Sox2-hU6@13401	0	16	8	82	5	53	test
Sox2-hU6@13402	37	79	308	105	175	133	test
Sox2-hU6@13403	4546	389	2024	605	1305	472	test
Sox2-hU6@13404	31	82	80	43	10	26	test
Sox2-hU6@13405	61	167	73	13	51	36	test
Sox2-hU6@13406	60	129	274	94	52	67	test
Sox2-hU6@13407	99	123	286	41	20	104	test
Sox2-hU6@13408	0	9	29	17	11	9	test
Sox2-hU6@13409	143	216	380	158	99	64	test
Sox2-hU6@13410	225	153	551	217	214	187	test
Sox2-hU6@13411	785	577	3325	2110	746	1102	test
Sox2-hU6@13412	7	24	15	1	0	1	test
Sox2-hU6@13413	439	414	894	533	159	213	test
Sox2-hU6@13414	114	258	541	245	67	327	test
Sox2-hU6@13415	49	200	494	117	76	68	test
Sox2-hU6@13416	131	86	359	392	60	51	test
Sox2-hU6@13417	207	258	423	149	70	246	test
Sox2-hU6@13418	77	76	274	50	37	119	test
Sox2-hU6@13419	114	49	159	98	136	86	test
Sox2-hU6@13420	202	103	178	138	120	81	test
Sox2-hU6@13488	320	322	326	208	173	272	test
Sox2-hU6@13489	249	229	924	347	414	269	test
Sox2-hU6@13490	18	40	93	14	25	38	test
Sox2-hU6@13491	347	798	398	295	247	468	test
Sox2-hU6@13492	262	353	430	225	35	202	test
Sox2-hU6@13493	429	179	364	112	199	98	test
Sox2-hU6@13494	155	111	175	73	25	221	test
Sox2-hU6@13720	21	27	17	6	11	9	test
Sox2-hU6@13721	59	35	66	8	21	16	test
Sox2-hU6@13722	190	116	219	119	64	92	test
Sox2-hU6@13723	352	430	602	325	306	451	test
Sox2-hU6@13724	494	450	987	616	335	339	test
Sox2-hU6@13725	15	52	132	16	147	23	test
Sox2-hU6@13726	282	536	439	468	222	560	test
Sox2-hU6@13727	196	224	421	945	121	205	test
Sox2-hU6@14148	1726	1671	2569	2341	888	1241	test
Sox2-hU6@14149	701	708	971	430	295	504	test
Sox2-hU6@14150	549	655	840	286	377	366	test
Sox2-hU6@14151	502	400	1567	258	543	699	test
Sox2-hU6@14152	381	467	791	294	193	489	test
Sox2-hU6@14153	38	38	107	20	2	36	test
Sox2-hU6@14154	555	357	949	573	414	494	test
Sox2-hU6@14155	57	85	136	33	50	20	test
Sox2-hU6@14156	365	364	536	341	177	380	test
Sox2-hU6@14157	483	623	1232	325	479	483	test
Sox2-hU6@14158	493	608	617	405	152	458	test
Sox2-hU6@14159	1197	1479	1898	700	723	771	test
Sox2-hU6@14160	248	180	300	122	101	230	test
Sox2-hU6@14161	236	313	375	284	222	290	test
Sox2-hU6@14162	389	423	834	158	238	193	test
Sox2-hU6@14163	533	569	1101	411	373	336	test
Sox2-hU6@14164	43	111	91	80	39	86	test
Sox2-hU6@14165	793	781	1165	393	233	1132	test
Sox2-hU6@14166	30	46	27	92	21	21	test
Sox2-hU6@14167	0	17	29	56	9	25	test
Sox2-hU6@14168	12	124	75	16	21	22	test
Sox2-hU6@14169	357	239	720	430	378	329	test
Sox2-hU6@14170	220	215	329	159	101	238	test
Sox2-hU6@14171	79	78	174	40	115	69	test
Sox2-hU6@14172	888	935	1177	668	425	898	test
Sox2-hU6@14173	236	514	401	352	132	296	test
Sox2-hU6@14174	533	1172	1519	554	615	603	test
Sox2-hU6@14175	204	77	305	42	21	80	test
Sox2-hU6@14449	169	83	99	80	60	87	test
Sox2-hU6@14450	619	926	1378	549	576	710	test
Sox2-hU6@14451	296	231	613	175	177	628	test
Sox2-hU6@14452	192	300	173	133	35	345	test
Sox2-hU6@14453	343	241	491	315	153	367	test
Sox2-hU6@14454	224	335	634	142	143	361	test
Sox2-hU6@14455	403	384	594	234	145	389	test
Sox2-hU6@14456	338	291	406	215	255	233	test
Sox2-hU6@14457	542	537	658	267	311	617	test
Sox2-hU6@14458	352	846	461	369	216	837	test
Sox2-hU6@14459	133	3	27	5	0	15	test
Sox2-hU6@14460	46	29	260	53	76	81	test
Sox2-hU6@14461	115	169	237	95	107	194	test
Sox2-hU6@14462	232	150	256	67	109	148	test
Sox2-hU6@14463	407	619	643	374	278	885	test
Sox2-hU6@14464	391	566	656	465	288	371	test
Sox2-hU6@14465	183	225	334	165	216	180	test
Sox2-hU6@14466	893	735	1156	652	496	824	test
Sox2-hU6@14467	361	362	437	961	240	334	test
Sox2-hU6@14468	253	787	671	671	282	317	test
Sox2-hU6@14469	691	1120	1635	622	389	656	test
Sox2-hU6@14470	331	153	285	491	165	136	test
Sox2-hU6@14471	30	120	44	5	16	64	test
Sox2-hU6@14472	353	346	555	308	194	482	test
Sox2-hU6@14473	417	612	412	510	228	740	test
Sox2-hU6@14474	259	176	325	170	117	142	test
Sox2-hU6@14475	222	487	452	251	190	167	test
Sox2-hU6@14476	753	967	1025	511	436	760	test
Sox2-hU6@14477	190	225	275	169	155	216	test
Sox2-hU6@14478	255	345	634	164	325	250	test
Sox2-hU6@14479	37	6	54	16	4	16	test
Sox2-hU6@14480	248	236	445	177	96	141	test
Sox2-hU6@14481	321	234	186	216	115	157	test
Sox2-hU6@14482	143	231	532	185	78	159	test
Sox2-hU6@14483	122	131	146	139	52	76	test
Sox2-hU6@14484	409	302	548	208	141	266	test
Sox2-hU6@14485	189	234	224	106	91	320	test
Sox2-hU6@14486	145	74	197	81	159	128	test
Sox2-hU6@14487	129	135	114	25	50	131	test
Sox2-hU6@14488	188	134	300	84	119	62	test
Sox2-hU6@14489	512	571	674	788	238	374	test
Sox2-hU6@14490	421	325	556	231	165	225	test
Sox2-hU6@14491	693	743	784	658	423	703	test
Sox2-hU6@14492	257	283	630	255	364	151	test
Sox2-hU6@14493	433	699	599	430	187	796	test
Sox2-hU6@14494	450	485	720	275	142	275	test
Sox2-hU6@14495	376	318	664	226	203	361	test
Sox2-hU6@14496	434	566	699	330	344	415	test
Sox2-hU6@14497	78	93	50	57	6	57	test
Sox2-hU6@14498	399	476	703	936	250	266	test
Sox2-hU6@14499	664	844	1124	645	307	533	test
Sox2-hU6@14500	499	453	2126	855	490	578	test
Sox2-hU6@14501	581	798	1036	269	412	403	test
Sox2-hU6@14502	751	581	1522	694	572	812	test
Sox2-hU6@14503	93	81	130	77	22	81	test
Sox2-hU6@14504	958	1045	1254	1029	674	1113	test
Sox2-hU6@14505	9	6	30	39	11	21	test
Sox2-hU6@14506	863	1125	1881	878	436	568	test
Sox2-hU6@14507	420	420	747	349	258	411	test
Sox2-hU6@14508	333	306	469	255	157	173	test
Sox2-hU6@14509	390	327	738	152	232	303	test
Sox2-hU6@14510	913	734	1097	915	443	876	test
Sox2-hU6@14511	316	649	523	323	233	424	test
Sox2-hU6@14512	76	155	215	170	54	141	test
Sox2-hU6@14513	151	176	161	60	48	74	test
Sox2-hU6@14514	601	704	1061	953	422	885	test
Sox2-hU6@14515	234	400	499	326	117	386	test
Sox2-hU6@14516	202	315	384	96	170	131	test
Sox2-hU6@14517	42	167	83	15	25	6	test
Sox2-hU6@14518	26	16	28	98	17	39	test
Sox2-hU6@14519	209	412	193	317	139	315	test
Sox2-hU6@14520	121	208	405	271	247	159	test
Sox2-hU6@14521	323	346	508	341	117	473	test
Sox2-hU6@14522	214	215	243	1068	88	176	test
Sox2-hU6@14523	167	366	288	226	117	165	test
Sox2-hU6@14524	197	144	142	189	92	105	test
Sox2-hU6@14525	180	100	212	128	49	145	test
Sox2-hU6@14526	394	495	558	394	168	763	test
Sox2-hU6@14527	362	651	573	389	239	406	test
Sox2-hU6@14528	730	1038	957	1158	475	417	test
Sox2-hU6@14529	1056	1991	1356	1287	616	821	test
Sox2-hU6@14530	446	570	626	374	215	268	test
Sox2-hU6@14531	1423	1956	2439	1873	779	1278	test
Sox2-hU6@14532	232	389	208	119	91	149	test
Sox2-hU6@14533	43	98	52	36	34	95	test
Sox2-hU6@14534	873	1111	1394	553	460	652	test
Sox2-hU6@14535	211	161	419	151	78	178	test
Sox2-hU6@14536	378	325	472	308	136	235	test
Sox2-hU6@14537	416	462	753	388	192	321	test
Sox2-hU6@14538	1220	1289	1681	1317	713	951	test
Sox2-hU6@14539	726	661	903	640	351	531	test
Sox2-hU6@14540	74	64	89	19	131	42	test
Sox2-hU6@14541	477	898	965	602	266	378	test
Sox2-hU6@14542	403	378	618	277	193	259	test
Sox2-hU6@14543	636	989	823	781	437	378	test
Sox2-hU6@14544	485	836	1110	1047	335	695	test
Sox2-hU6@14545	302	334	353	254	99	309	test
Sox2-hU6@21865	58	31	63	40	10	14	test
Sox2-hU6@21866	140	175	141	229	58	124	test
Sox2-hU6@21867	471	378	1054	390	271	692	test
Sox2-hU6@21868	700	932	1252	723	533	1058	test
Sox2-hU6@21869	731	884	1536	599	313	829	test
Sox2-hU6@21870	19	18	65	33	90	31	test
Sox2-hU6@21871	558	665	855	328	382	967	test
Sox2-hU6@21872	150	131	345	201	104	171	test
Sox2-hU6@21873	20	11	55	48	13	28	test
Sox2-hU6@21874	66	109	172	62	39	143	test
Sox2-hU6@21875	7	23	23	5	12	9	test
Sox2-hU6@21876	79	143	152	39	73	85	test
Sox2-hU6@21877	50	200	160	57	29	24	test
Sox2-hU6@21878	0	13	43	9	4	6	test
Sox2-hU6@21879	25	45	53	32	52	22	test
Sox2-hU6@21880	138	254	273	185	155	223	test
Sox2-hU6@21881	149	159	254	205	73	120	test
Sox2-hU6@21882	185	170	379	90	83	166	test
Sox2-hU6@21883	13	26	31	2	6	4	test
Sox2-hU6@21884	283	325	284	2220	102	340	test
Sox2-hU6@21885	137	44	142	110	84	42	test
Sox2-hU6@21886	237	359	425	124	145	459	test
Sox2-hU6@21887	60	48	3	14	47	30	test
Sox2-hU6@21888	28	30	178	17	57	41	test
Sox2-hU6@21889	229	251	317	163	140	283	test
Sox2-hU6@21890	318	561	355	252	150	348	test
Sox2-hU6@21891	0	10	0	0	3	23	test
Sox2-hU6@21892	4	24	59	33	8	21	test
Sox2-hU6@21893	17	35	43	9	19	13	test
Sox2-hU6@21894	309	562	359	224	205	469	test
Sox2-hU6@21895	30	20	13	3	5	15	test
Sox2-hU6@21896	40	114	74	71	136	26	test
Sox2-hU6@21897	375	1005	457	275	243	465	test
Sox2-hU6@21898	54	483	164	315	83	428	test
Sox2-hU6@21899	348	241	406	353	183	452	test
Sox2-hU6@21900	7	105	9	29	14	25	test
Sox2-hU6@21901	361	477	540	303	174	341	test
Sox2-hU6@21902	450	461	658	282	215	435	test
Sox2-hU6@21903	281	178	441	176	65	384	test
Sox2-hU6@21904	261	233	349	147	64	217	test
Sox2-hU6@21905	74	89	184	70	65	66	test
Sox2-hU6@21906	336	394	460	260	199	310	test
Sox2-hU6@21907	284	537	657	167	402	327	test
Sox2-hU6@21908	312	358	543	293	124	453	test
Sox2-hU6@21909	33	136	108	16	4	57	test
Sox2-hU6@21910	93	94	58	106	86	30	test
Sox2-hU6@21911	17	18	6	11	20	12	test
Sox2-hU6@21912	517	280	699	304	186	416	test
Sox2-hU6@21913	7	11	21	0	0	13	test
Sox2-hU6@21914	81	207	310	85	49	135	test
Sox2-hU6@21915	123	96	113	51	24	104	test
Sox2-hU6@21916	0	0	16	0	0	9	test
Sox2-hU6@21917	382	797	780	273	198	465	test
Sox2-hU6@21918	79	225	212	68	34	84	test
Sox2-hU6@21919	37	95	67	20	40	83	test
Sox2-hU6@21920	30	72	60	15	29	41	test
Sox2-hU6@21921	6	32	28	4	0	12	test
Sox2-hU6@21922	0	0	0	0	0	0	test
Sox2-hU6@21923	87	122	256	66	44	163	test
Sox2-hU6@21924	15	91	75	76	16	24	test
Sox2-hU6@21925	80	118	131	71	26	100	test
Sox2-hU6@21926	157	203	185	116	56	96	test
Sox2-hU6@21927	85	36	128	68	25	89	test
Sox2-hU6@21928	17	22	24	17	15	24	test
Sox2-hU6@21929	16	13	7	10	12	15	test
Sox2-hU6@21930	347	602	592	229	269	508	test
Sox2-hU6@21931	489	487	924	277	246	266	test
Sox2-hU6@21932	37	68	145	13	33	40	test
Sox2-hU6@21933	177	197	103	128	49	977	test
Sox2-hU6@21934	864	883	1459	538	474	704	test
Sox2-hU6@21935	555	591	866	219	345	398	test
Sox2-hU6@21936	183	445	240	114	247	245	test
Sox2-hU6@21937	234	174	375	166	122	367	test
Sox2-hU6@21938	497	748	1542	506	445	536	test
Sox2-hU6@22409	565	738	1173	541	413	288	test
Sox2-hU6@22410	97	131	196	42	14	43	test
Sox2-hU6@22411	309	530	607	320	149	287	test
Sox2-hU6@22412	848	743	1235	763	506	711	test
Sox2-hU6@22413	806	805	1249	461	563	930	test
Sox2-hU6@22414	348	260	359	360	218	285	test
Sox2-hU6@22415	832	1286	836	1112	607	701	test
Sox2-hU6@22416	701	493	549	289	306	428	test
Sox2-hU6@22417	8	8	8	0	4	0	test
Sox2-hU6@22418	348	309	496	274	164	503	test
Sox2-hU6@22419	329	363	372	321	227	310	test
Sox2-hU6@22420	9	7	8	13	19	0	test
Sox2-hU6@22421	320	328	395	202	153	323	test
Sox2-hU6@22422	169	310	368	1061	204	351	test
Sox2-hU6@22423	294	161	401	252	172	371	test
Sox2-hU6@22424	48	113	110	21	25	81	test
Sox2-hU6@22425	390	229	421	374	164	241	test
Sox2-hU6@22426	327	492	557	268	205	434	test
Sox2-hU6@22427	8	44	3	25	5	45	test
Sox2-hU6@22428	470	685	831	184	418	235	test
Sox2-hU6@22429	526	544	1352	387	319	403	test
Sox2-hU6@22430	17	102	61	74	30	36	test
Sox2-hU6@22431	344	377	468	271	193	427	test
Sox2-hU6@22432	727	1386	1318	1055	650	1294	test
Sox2-hU6@22433	194	273	232	277	188	168	test
Sox2-hU6@22434	153	393	236	128	83	350	test
Sox2-hU6@22435	293	387	584	295	277	212	test
Sox2-hU6@22436	375	267	379	181	372	162	test
Sox2-hU6@22466	154	197	235	154	71	124	test
Sox2-hU6@22467	297	541	504	259	283	382	test
Sox2-hU6@22468	495	622	1159	569	560	1016	test
Sox2-hU6@22469	0	17	3	10	9	0	test
Sox2-hU6@22470	190	263	133	198	92	265	test
Sox2-hU6@22471	825	659	897	358	236	543	test
Sox2-hU6@22472	502	498	939	239	236	499	test
Sox2-hU6@22473	129	356	183	198	105	282	test
Sox2-hU6@22474	163	79	383	102	141	474	test
Sox2-hU6@22475	160	141	206	65	113	287	test
Sox2-hU6@22476	345	535	460	172	139	429	test
Sox2-hU6@22477	875	1255	1294	537	395	995	test
Sox2-hU6@22478	290	424	675	323	188	365	test
Sox2-hU6@22479	196	126	142	137	150	124	test
Sox2-hU6@22532	418	570	795	507	272	438	test
Sox2-hU6@22533	93	205	79	66	2	52	test
Sox2-hU6@22534	145	199	411	553	125	188	test
Sox2-hU6@22535	17	71	417	68	44	84	test
Sox2-hU6@22536	235	556	410	275	232	394	test
Sox2-hU6@22537	351	453	459	506	166	224	test
Sox2-hU6@22538	92	146	147	67	24	58	test
Sox2-hU6@22539	78	39	50	9	15	46	test
Sox2-hU6@22540	235	285	518	228	207	258	test
Sox2-hU6@22541	70	173	114	31	36	74	test
Sox2-hU6@22542	425	650	576	301	283	467	test
Sox2-hU6@22543	201	140	219	80	119	341	test
Sox2-hU6@22544	173	313	489	214	115	222	test
Sox2-hU6@22545	375	582	304	177	92	238	test
Sox2-hU6@22546	370	555	578	237	271	358	test
Sox2-hU6@22547	160	161	326	158	226	352	test
Sox2-hU6@22548	43	6	3	3	0	0	test
Sox2-hU6@22549	275	383	375	88	64	366	test
Sox2-hU6@22550	86	142	126	12	31	24	test
Sox2-hU6@22551	7	41	117	15	44	46	test
Sox2-hU6@22552	118	68	193	72	125	124	test
Sox2-hU6@22553	195	141	235	122	100	283	test
Sox2-hU6@22554	702	1041	1130	407	307	775	test
Sox2-hU6@22555	22	83	80	23	31	50	test
Sox2-hU6@22556	97	52	27	30	4	54	test
Sox2-hU6@22557	26	39	43	10	16	10	test
Sox2-hU6@22558	0	37	15	1	4	5	test
Sox2-hU6@22559	3	18	8	3	0	7	test
Sox2-hU6@22560	177	188	182	118	94	161	test
Sox2-hU6@22561	86	194	148	56	55	63	test
Sox2-hU6@22562	70	123	103	59	36	75	test
Sox2-hU6@22563	34	39	42	7	1	18	test
Sox2-hU6@22564	74	248	135	56	25	197	test
Sox2-hU6@22565	80	235	166	149	75	216	test
Sox2-hU6@22566	5	75	47	22	23	28	test
Sox2-hU6@22567	252	162	266	48	53	113	test
Sox2-hU6@22568	99	116	56	69	35	38	test
Sox2-hU6@22569	32	117	81	13	68	95	test
Sox2-hU6@22570	264	355	362	225	239	202	test
Sox2-hU6@22571	377	597	487	348	136	646	test
Sox2-hU6@22572	205	515	417	268	105	363	test
Sox2-hU6@22573	31	149	53	21	72	25	test
Sox2-hU6@22574	42	38	105	71	21	61	test
Sox2-hU6@22575	120	281	495	178	94	262	test
Sox2-hU6@22576	193	569	448	170	80	925	test
Sox2-hU6@22577	184	358	309	184	190	374	test
Sox2-hU6@22578	147	361	333	133	98	246	test
Sox2-hU6@22579	151	160	133	83	88	24	test
Sox2-hU6@22580	537	995	1003	630	307	693	test
Sox2-hU6@22581	144	254	102	118	11	84	test
Sox2-hU6@22600	125	150	161	171	38	166	test
Sox2-hU6@22601	23	26	34	14	7	21	test
Sox2-hU6@22602	151	234	222	80	82	249	test
Sox2-hU6@22603	142	220	354	97	137	234	test
Sox2-hU6@22604	71	153	323	96	150	78	test
Sox2-hU6@22605	93	113	110	34	47	82	test
Sox2-hU6@22606	150	39	312	47	126	56	test
Sox2-hU6@22607	275	409	498	170	241	421	test
Sox2-hU6@22608	48	0	22	37	0	7	test
Sox2-hU6@22609	262	123	293	159	188	105	test
Sox2-hU6@22610	45	46	86	24	8	10	test
Sox2-hU6@22611	38	196	83	77	43	55	test
Sox2-hU6@22612	167	181	321	193	193	286	test
Sox2-hU6@22613	871	1182	1441	923	458	1298	test
Sox2-hU6@22614	906	776	1031	585	333	1814	test
Sox2-hU6@22615	24	100	38	29	55	26	test
Sox2-hU6@22616	245	417	511	410	292	361	test
Sox2-hU6@22617	623	603	888	286	305	766	test
Sox2-hU6@22618	74	86	114	24	11	11	test
Sox2-hU6@22619	313	242	519	251	141	170	test
Sox2-hU6@22620	389	521	675	392	258	523	test
Sox2-hU6@22621	337	394	525	347	248	188	test
Sox2-hU6@22622	331	365	558	211	327	330	test
Sox2-hU6@22623	264	468	628	362	152	583	test
Sox2-hU6@22624	285	517	660	404	187	372	test
Sox2-hU6@22625	365	482	526	236	113	268	test
Sox2-hU6@22626	829	1378	1484	1221	604	1260	test
Sox2-hU6@22880	100	41	101	3	69	30	test
Sox2-hU6@22881	99	187	161	163	73	372	test
Sox2-hU6@22882	120	204	98	109	47	51	test
Sox2-hU6@22883	1103	1107	1823	831	683	1045	test
Sox2-hU6@22884	616	626	758	246	196	532	test
Sox2-hU6@22885	343	335	360	266	279	844	test
Sox2-hU6@22886	57	68	139	32	100	84	test
Sox2-hU6@22887	206	191	274	256	213	232	test
Sox2-hU6@22888	442	529	603	242	252	431	test
Sox2-hU6@22889	245	251	308	214	75	362	test
Sox2-hU6@22890	206	249	289	142	44	209	test
Sox2-hU6@22891	730	770	1230	573	316	348	test
Sox2-hU6@22892	228	382	328	411	112	347	test
Sox2-hU6@22893	98	112	168	61	55	74	test
Sox2-hU6@22894	276	336	762	146	177	301	test
Sox2-hU6@22895	301	327	741	453	141	404	test
Sox2-hU6@22896	10	10	19	13	25	7	test
Sox2-hU6@22897	60	86	69	51	38	10	test
Sox2-hU6@22898	398	437	647	213	247	327	test
Sox2-hU6@22899	296	224	568	102	197	163	test
Sox2-hU6@22900	357	411	543	382	224	304	test
Sox2-hU6@22901	169	127	213	77	152	110	test
Sox2-hU6@22902	794	741	1869	592	390	628	test
Sox2-hU6@22903	376	498	459	508	272	318	test
Sox2-hU6@22904	864	796	1401	621	384	772	test
Sox2-hU6@22905	966	702	1892	857	551	657	test
Sox2-hU6@22906	332	381	460	480	234	408	test
Sox2-hU6@22907	89	315	175	213	114	154	test
Sox2-hU6@22908	16	4	86	4	6	7	test
Sox2-hU6@22909	184	288	553	288	176	176	test
Sox2-hU6@22910	128	183	161	65	95	322	test
Sox2-hU6@22911	533	548	1013	376	327	537	test
Sox2-hU6@22912	35	32	71	13	33	60	test
Sox2-hU6@22913	41	69	158	56	0	40	test
Sox2-hU6@22914	101	84	109	61	12	33	test
Sox2-hU6@22915	75	189	46	39	15	1	test
Sox2-hU6@22916	453	557	854	520	389	473	test
Sox2-hU6@22917	0	12	7	25	22	20	test
Sox2-hU6@22918	619	644	919	540	404	914	test
Sox2-hU6@22919	79	158	124	23	50	45	test
Sox2-hU6@22920	230	325	190	261	316	182	test
Sox2-hU6@22921	104	356	190	59	112	60	test
Sox2-hU6@22922	263	587	331	777	169	359	test
Sox2-hU6@22923	279	305	671	173	143	160	test
Sox2-hU6@22979	366	418	561	536	245	553	test
Sox2-hU6@22980	525	959	587	375	294	482	test
Sox2-hU6@22981	171	271	179	186	114	95	test
Sox2-hU6@22982	133	170	293	306	125	177	test
Sox2-hU6@22983	182	86	79	78	94	95	test
Sox2-hU6@22984	209	346	365	444	187	326	test
Sox2-hU6@22985	365	290	594	223	167	249	test
Sox2-hU6@22986	39	42	30	26	12	78	test
Sox2-hU6@22987	1262	1561	2237	902	887	1930	test
Sox2-hU6@22988	307	420	506	328	202	299	test
Sox2-hU6@22989	475	410	599	214	250	405	test
Sox2-hU6@22990	49	119	8	27	61	40	test
Sox2-hU6@22991	750	1249	982	375	319	1091	test
Sox2-hU6@22992	612	532	1006	576	247	459	test
Sox2-hU6@22993	163	247	406	121	139	511	test
Sox2-hU6@22994	33	15	0	19	0	52	test
Sox2-hU6@22995	803	970	1579	1126	344	1318	test
Sox2-hU6@22996	80	39	95	34	47	30	test
Sox2-hU6@22997	262	445	311	254	168	408	test
Sox2-hU6@22998	131	201	299	125	105	139	test
Sox2-hU6@22999	12	5	3	38	6	32	test
Sox2-hU6@23000	909	1171	1212	547	455	822	test
Sox2-hU6@23001	365	380	745	162	118	354	test
Sox2-hU6@23002	880	847	1412	641	884	1732	test
Sox2-hU6@23003	608	544	518	216	216	296	test
Sox2-hU6@23004	82	249	233	104	72	173	test
Sox2-hU6@23005	151	267	133	122	75	282	test
Sox2-hU6@23006	938	906	1410	639	460	968	test
