S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@03065	569	801	766	358	263	499	test
Sox2-hU6@03066	12	13	107	31	42	21	test
Sox2-hU6@03067	301	336	355	174	125	159	test
Sox2-hU6@03068	186	224	303	109	115	330	test
Sox2-hU6@03069	70	74	103	64	34	37	test
Sox2-hU6@03070	277	268	425	92	149	160	test
Sox2-hU6@03071	473	401	881	334	495	1609	test
Sox2-hU6@03072	590	631	976	542	276	847	test
Sox2-hU6@03073	795	921	1198	565	506	733	test
Sox2-hU6@03074	577	680	1235	526	442	671	test
Sox2-hU6@03075	112	127	296	124	104	104	test
Sox2-hU6@03076	379	336	433	358	286	300	test
Sox2-hU6@03077	651	735	1474	380	324	567	test
Sox2-hU6@03078	465	292	480	288	289	253	test
Sox2-hU6@03079	65	199	263	115	247	107	test
Sox2-hU6@03080	271	693	327	364	89	371	test
Sox2-hU6@03081	190	401	322	247	121	157	test
Sox2-hU6@03082	243	405	353	241	118	428	test
Sox2-hU6@03083	52	56	151	40	34	43	test
Sox2-hU6@03084	168	440	183	55	73	232	test
Sox2-hU6@03085	184	188	304	117	40	206	test
Sox2-hU6@03086	33	16	229	37	22	33	test
Sox2-hU6@03087	76	160	56	70	20	155	test
Sox2-hU6@03088	27	12	45	30	78	36	test
Sox2-hU6@03089	126	240	158	42	87	55	test
Sox2-hU6@03090	504	559	872	411	210	582	test
Sox2-hU6@03091	679	568	1085	354	421	646	test
Sox2-hU6@03092	179	267	495	100	178	230	test
Sox2-hU6@03093	184	200	233	151	45	154	test
Sox2-hU6@03094	137	286	442	79	175	108	test
Sox2-hU6@03095	1140	2068	1833	1208	655	1027	test
Sox2-hU6@03096	60	40	195	22	21	47	test
Sox2-hU6@03097	586	626	1089	467	554	501	test
Sox2-hU6@03098	290	208	249	245	48	200	test
Sox2-hU6@03099	325	417	751	634	239	658	test
Sox2-hU6@03100	498	590	646	441	459	522	test
Sox2-hU6@03101	20	105	129	71	68	33	test
Sox2-hU6@03102	34	78	144	101	35	45	test
Sox2-hU6@03103	700	720	1078	753	191	789	test
Sox2-hU6@03104	203	125	389	253	97	243	test
Sox2-hU6@03105	95	85	136	57	93	129	test
Sox2-hU6@03110	29	35	42	80	57	31	test
Sox2-hU6@03111	87	3	76	25	9	9	test
Sox2-hU6@03112	259	298	222	254	74	123	test
Sox2-hU6@03113	98	140	213	91	58	217	test
Sox2-hU6@03114	57	133	67	277	65	154	test
Sox2-hU6@03115	74	60	120	93	27	27	test
Sox2-hU6@03116	237	454	353	222	82	207	test
Sox2-hU6@03117	217	180	484	128	107	241	test
Sox2-hU6@03118	651	900	973	648	463	777	test
Sox2-hU6@03119	14	131	110	18	51	238	test
Sox2-hU6@03120	17	12	37	2	15	13	test
Sox2-hU6@03121	140	182	271	102	124	95	test
Sox2-hU6@03122	622	686	832	553	364	625	test
Sox2-hU6@03123	65	98	60	43	43	283	test
Sox2-hU6@03124	12	54	46	13	0	67	test
Sox2-hU6@03125	450	382	679	276	395	718	test
Sox2-hU6@03126	224	506	283	202	231	276	test
Sox2-hU6@03127	163	246	182	193	105	185	test
Sox2-hU6@03128	309	420	453	253	181	350	test
Sox2-hU6@03129	135	102	230	101	65	123	test
Sox2-hU6@03130	113	104	262	146	67	127	test
Sox2-hU6@03131	1292	1761	1490	1113	683	1850	test
Sox2-hU6@03132	227	446	580	174	200	239	test
Sox2-hU6@03133	1176	1044	1588	707	541	958	test
Sox2-hU6@03134	173	366	551	350	129	298	test
Sox2-hU6@03135	83	226	265	125	77	161	test
Sox2-hU6@03136	407	491	676	351	449	277	test
Sox2-hU6@03137	83	145	233	71	103	187	test
Sox2-hU6@03138	363	317	517	340	155	173	test
Sox2-hU6@03139	191	194	345	262	176	180	test
Sox2-hU6@03140	251	370	398	920	163	280	test
Sox2-hU6@03141	75	173	225	71	96	150	test
Sox2-hU6@03142	147	209	387	170	194	69	test
Sox2-hU6@03143	218	504	510	418	109	414	test
Sox2-hU6@03144	27	8	20	12	0	119	test
Sox2-hU6@03145	130	217	196	125	102	169	test
Sox2-hU6@03146	946	1234	1597	781	452	1341	test
Sox2-hU6@03147	241	303	256	169	182	148	test
Sox2-hU6@03148	396	555	855	193	262	419	test
Sox2-hU6@03149	405	760	985	444	325	662	test
Sox2-hU6@03150	755	1121	1666	985	611	642	test
Sox2-hU6@03151	382	558	527	346	199	835	test
Sox2-hU6@03152	330	146	389	293	88	118	test
Sox2-hU6@03153	53	23	18	17	13	1	test
Sox2-hU6@03154	2	7	0	1	4	6	test
Sox2-hU6@03155	764	628	762	755	203	391	test
Sox2-hU6@03156	48	37	20	6	5	24	test
Sox2-hU6@03157	603	855	850	641	305	628	test
Sox2-hU6@03158	97	90	114	32	64	43	test
Sox2-hU6@03159	662	1167	1508	886	537	581	test
Sox2-hU6@03160	735	780	1323	514	300	643	test
Sox2-hU6@03161	56	104	145	76	53	114	test
Sox2-hU6@03162	699	776	1040	627	171	730	test
Sox2-hU6@03163	555	315	571	206	197	285	test
Sox2-hU6@03164	549	616	1173	519	504	422	test
Sox2-hU6@03165	130	364	229	168	62	383	test
Sox2-hU6@03166	40	19	34	18	20	27	test
Sox2-hU6@03167	914	1019	1069	614	319	759	test
Sox2-hU6@03168	5	80	81	10	2	50	test
Sox2-hU6@03169	317	475	439	312	130	252	test
Sox2-hU6@03170	530	994	841	391	270	470	test
Sox2-hU6@03171	201	231	220	223	56	83	test
Sox2-hU6@03172	326	540	1047	293	170	693	test
Sox2-hU6@03173	115	44	74	41	51	35	test
Sox2-hU6@03174	630	562	1212	360	293	402	test
Sox2-hU6@03175	33	7	61	45	19	43	test
Sox2-hU6@03176	288	384	309	266	199	301	test
Sox2-hU6@03177	14	30	13	5	1	5	test
Sox2-hU6@03178	243	193	213	85	135	79	test
Sox2-hU6@03179	275	486	739	407	256	446	test
Sox2-hU6@03180	369	652	945	415	479	374	test
Sox2-hU6@03181	76	159	20	52	31	57	test
Sox2-hU6@03182	277	399	395	344	203	229	test
Sox2-hU6@03183	21	47	15	127	40	26	test
Sox2-hU6@03184	255	458	582	173	276	297	test
Sox2-hU6@03185	108	208	102	314	169	77	test
Sox2-hU6@03186	827	1475	1305	1106	475	1100	test
Sox2-hU6@03187	185	57	228	62	44	102	test
Sox2-hU6@03188	88	145	260	218	89	165	test
Sox2-hU6@03189	108	190	979	178	147	163	test
Sox2-hU6@03190	857	952	1334	849	613	938	test
Sox2-hU6@03191	2170	2605	2453	1634	1193	1889	test
Sox2-hU6@03192	261	357	379	376	101	328	test
Sox2-hU6@03193	920	1154	1484	806	597	735	test
Sox2-hU6@03194	588	484	1096	615	373	410	test
Sox2-hU6@03195	72	59	195	42	30	53	test
Sox2-hU6@03196	522	713	1032	393	273	646	test
Sox2-hU6@03197	32	52	186	244	11	66	test
Sox2-hU6@03198	219	420	322	142	38	292	test
Sox2-hU6@03199	983	1393	1741	964	634	1545	test
Sox2-hU6@03365	118	83	104	53	90	155	test
Sox2-hU6@03366	280	334	463	197	154	148	test
Sox2-hU6@03367	59	144	139	99	64	135	test
Sox2-hU6@03368	277	394	284	103	167	179	test
Sox2-hU6@03369	34	15	44	16	18	14	test
Sox2-hU6@03370	329	410	179	430	357	798	test
Sox2-hU6@03371	242	108	309	126	104	421	test
Sox2-hU6@03372	279	252	362	104	69	243	test
Sox2-hU6@03373	343	275	395	270	158	221	test
Sox2-hU6@03374	168	212	140	40	57	117	test
Sox2-hU6@03375	527	535	566	363	138	459	test
Sox2-hU6@03376	761	524	841	1034	342	320	test
Sox2-hU6@03377	228	486	467	210	217	361	test
Sox2-hU6@03378	0	0	0	0	0	0	test
Sox2-hU6@03379	150	480	279	185	104	624	test
Sox2-hU6@03380	15	84	78	18	24	63	test
Sox2-hU6@03381	114	146	128	55	79	137	test
Sox2-hU6@03382	37	14	65	4	49	7	test
Sox2-hU6@03383	175	119	213	77	63	149	test
Sox2-hU6@03384	106	61	166	52	64	94	test
Sox2-hU6@03385	115	90	40	21	115	47	test
Sox2-hU6@03386	157	189	294	197	130	132	test
Sox2-hU6@03387	42	93	183	37	5	31	test
Sox2-hU6@03388	0	9	44	26	15	81	test
Sox2-hU6@03389	182	110	167	47	39	32	test
Sox2-hU6@03390	459	355	570	211	177	264	test
Sox2-hU6@03391	653	595	835	261	247	647	test
Sox2-hU6@03392	0	83	49	24	19	9	test
Sox2-hU6@03393	64	52	33	29	18	27	test
Sox2-hU6@03394	359	223	406	440	130	173	test
Sox2-hU6@03395	420	406	531	248	137	686	test
Sox2-hU6@03396	78	102	76	15	30	14	test
Sox2-hU6@03397	145	152	336	120	31	108	test
Sox2-hU6@03398	304	262	457	303	104	491	test
Sox2-hU6@03399	506	525	666	696	299	549	test
Sox2-hU6@03400	205	123	153	315	34	65	test
Sox2-hU6@03401	313	329	604	379	181	369	test
Sox2-hU6@03402	118	80	97	63	34	48	test
Sox2-hU6@03669	112	160	204	123	207	271	test
Sox2-hU6@03670	69	49	105	53	61	79	test
Sox2-hU6@03671	61	83	126	56	44	84	test
Sox2-hU6@03672	174	64	236	81	31	35	test
Sox2-hU6@03673	520	928	627	615	260	628	test
Sox2-hU6@03674	1878	2018	3147	1599	1229	1399	test
Sox2-hU6@03675	79	70	103	25	74	72	test
Sox2-hU6@03676	20	26	13	32	0	45	test
Sox2-hU6@03677	266	163	340	127	235	425	test
Sox2-hU6@03678	57	84	117	35	52	74	test
Sox2-hU6@03679	126	67	143	29	70	78	test
Sox2-hU6@03680	226	297	498	154	115	170	test
Sox2-hU6@03681	1151	1526	2515	1369	635	1893	test
Sox2-hU6@03682	199	236	273	152	187	311	test
Sox2-hU6@03683	342	406	508	460	172	195	test
Sox2-hU6@03684	155	274	434	112	315	199	test
Sox2-hU6@03685	67	140	399	102	159	136	test
Sox2-hU6@03686	381	662	586	148	268	358	test
Sox2-hU6@03687	693	874	1076	686	534	569	test
Sox2-hU6@03688	226	212	369	157	186	246	test
Sox2-hU6@03689	840	840	1137	969	393	934	test
Sox2-hU6@03690	79	266	375	207	138	153	test
Sox2-hU6@03691	118	57	70	8	25	27	test
Sox2-hU6@03692	23	16	194	86	27	75	test
Sox2-hU6@03693	483	511	487	263	182	492	test
Sox2-hU6@03694	10	65	33	17	0	5	test
Sox2-hU6@04359	371	402	456	398	170	297	test
Sox2-hU6@04360	470	572	694	270	232	906	test
Sox2-hU6@04361	37	9	31	7	0	0	test
Sox2-hU6@04362	281	208	352	129	132	189	test
Sox2-hU6@04363	354	328	625	242	71	170	test
Sox2-hU6@04364	74	12	67	56	0	5	test
Sox2-hU6@04365	0	9	17	2	0	17	test
Sox2-hU6@04366	14	2	0	18	23	9	test
Sox2-hU6@04367	83	29	18	11	29	10	test
Sox2-hU6@04368	666	1499	1258	844	348	866	test
Sox2-hU6@04369	515	659	1061	599	473	485	test
Sox2-hU6@04370	572	606	916	622	313	818	test
Sox2-hU6@04371	288	714	538	266	139	935	test
Sox2-hU6@04372	409	496	634	320	281	550	test
Sox2-hU6@04373	96	85	240	34	57	127	test
Sox2-hU6@04374	110	83	164	11	111	60	test
Sox2-hU6@04375	26	43	81	18	2	8	test
Sox2-hU6@04376	12	12	19	37	0	27	test
Sox2-hU6@04377	224	196	398	142	142	250	test
Sox2-hU6@04378	192	179	308	93	95	182	test
Sox2-hU6@04379	84	109	117	99	104	75	test
Sox2-hU6@04380	219	189	212	108	140	449	test
Sox2-hU6@04381	198	200	233	387	134	241	test
Sox2-hU6@04382	323	420	439	245	260	439	test
Sox2-hU6@04383	679	573	1111	817	301	487	test
Sox2-hU6@04384	484	452	681	589	217	335	test
Sox2-hU6@04385	44	78	159	100	13	60	test
Sox2-hU6@04386	28	15	5	12	0	6	test
Sox2-hU6@04387	48	74	102	24	41	80	test
Sox2-hU6@04388	895	641	1065	695	282	403	test
Sox2-hU6@04389	22	15	21	13	10	56	test
Sox2-hU6@04390	260	202	405	169	128	157	test
Sox2-hU6@04391	277	160	212	218	97	331	test
Sox2-hU6@04392	327	306	575	307	376	648	test
Sox2-hU6@04393	264	410	238	100	94	250	test
Sox2-hU6@04394	139	357	158	115	99	150	test
Sox2-hU6@04395	118	137	190	150	80	120	test
Sox2-hU6@04396	164	218	184	81	74	107	test
Sox2-hU6@04397	125	38	441	55	12	63	test
Sox2-hU6@04398	251	282	337	343	97	228	test
Sox2-hU6@04399	661	455	918	396	294	343	test
Sox2-hU6@04400	27	3	31	37	58	29	test
Sox2-hU6@04401	48	45	41	29	65	43	test
Sox2-hU6@04402	27	65	5	7	12	86	test
Sox2-hU6@04403	95	124	141	72	56	71	test
Sox2-hU6@04404	411	456	489	410	175	748	test
Sox2-hU6@04405	68	63	129	117	60	22	test
Sox2-hU6@04406	75	159	303	98	119	104	test
Sox2-hU6@04407	5	3	22	21	0	124	test
Sox2-hU6@04408	148	199	237	82	42	47	test
Sox2-hU6@04409	4	7	10	0	0	0	test
Sox2-hU6@04410	14	25	26	1	3	13	test
Sox2-hU6@04411	361	729	518	518	164	538	test
Sox2-hU6@04412	37	110	122	58	34	129	test
Sox2-hU6@04413	34	90	36	32	27	41	test
Sox2-hU6@04414	70	100	109	39	49	72	test
Sox2-hU6@04415	0	27	11	13	4	12	test
Sox2-hU6@04416	403	1095	627	321	226	658	test
Sox2-hU6@04417	83	55	156	57	27	42	test
Sox2-hU6@04418	65	119	222	51	83	47	test
Sox2-hU6@04419	233	229	365	75	201	154	test
Sox2-hU6@04420	142	108	97	245	20	95	test
Sox2-hU6@04421	270	356	262	174	38	359	test
Sox2-hU6@04422	50	87	228	64	40	80	test
Sox2-hU6@04423	128	252	159	65	17	85	test
Sox2-hU6@04424	62	34	130	63	71	73	test
Sox2-hU6@04425	180	218	144	205	161	164	test
Sox2-hU6@04426	586	665	1006	844	658	624	test
Sox2-hU6@04427	331	259	429	171	278	331	test
Sox2-hU6@04428	10	24	83	6	35	28	test
Sox2-hU6@04429	516	302	626	266	267	344	test
Sox2-hU6@04430	6	28	112	1	29	32	test
Sox2-hU6@04431	140	234	168	180	16	249	test
Sox2-hU6@04433	1	28	53	23	14	37	test
Sox2-hU6@04434	191	133	278	163	32	163	test
Sox2-hU6@04548	267	616	663	297	187	329	test
Sox2-hU6@04549	562	631	1163	724	503	458	test
Sox2-hU6@04550	464	323	506	152	165	361	test
Sox2-hU6@04551	834	679	1042	1045	379	619	test
Sox2-hU6@04552	203	289	154	158	91	188	test
Sox2-hU6@04553	840	399	959	658	426	487	test
Sox2-hU6@04554	49	64	146	21	26	90	test
Sox2-hU6@04555	218	238	328	435	68	359	test
Sox2-hU6@04556	352	353	800	395	384	689	test
Sox2-hU6@04557	194	160	144	113	102	20	test
Sox2-hU6@04558	229	239	275	148	39	257	test
Sox2-hU6@04559	53	148	219	96	48	221	test
Sox2-hU6@04560	79	38	46	55	45	39	test
Sox2-hU6@04561	0	9	3	1	5	2	test
Sox2-hU6@04562	408	681	647	327	282	566	test
Sox2-hU6@04563	29	16	160	18	8	19	test
Sox2-hU6@04564	807	931	1627	597	312	1210	test
Sox2-hU6@04565	234	464	800	297	304	327	test
Sox2-hU6@04566	93	67	191	62	49	125	test
Sox2-hU6@04567	229	348	353	128	137	243	test
Sox2-hU6@04568	291	225	471	192	143	148	test
Sox2-hU6@04569	156	391	352	166	121	181	test
Sox2-hU6@04570	28	35	90	14	60	48	test
Sox2-hU6@04571	26	34	23	11	0	12	test
Sox2-hU6@04572	513	561	608	518	394	454	test
Sox2-hU6@04573	282	413	545	313	182	395	test
Sox2-hU6@04574	25	6	7	99	4	17	test
Sox2-hU6@04575	152	263	119	74	22	94	test
Sox2-hU6@04576	334	439	630	310	200	359	test
Sox2-hU6@04577	428	388	883	417	413	369	test
Sox2-hU6@04578	305	391	489	271	151	416	test
Sox2-hU6@04579	349	515	601	319	237	448	test
Sox2-hU6@04580	675	1261	1246	701	306	1029	test
Sox2-hU6@04581	49	40	53	18	34	32	test
Sox2-hU6@04582	260	378	340	241	194	409	test
Sox2-hU6@04583	546	936	976	387	280	897	test
Sox2-hU6@04584	234	303	838	220	162	335	test
Sox2-hU6@04585	186	220	195	267	58	276	test
Sox2-hU6@04586	25	83	41	19	23	18	test
Sox2-hU6@04587	155	134	137	127	63	130	test
Sox2-hU6@04588	161	270	285	203	66	102	test
Sox2-hU6@04589	47	44	53	47	29	131	test
Sox2-hU6@04590	325	228	732	168	99	282	test
Sox2-hU6@04591	694	1247	1613	632	362	908	test
Sox2-hU6@04592	456	599	827	312	219	253	test
Sox2-hU6@04593	435	380	571	276	180	440	test
Sox2-hU6@04594	48	27	35	2	9	5	test
Sox2-hU6@04595	394	221	616	340	241	219	test
Sox2-hU6@04596	184	235	281	245	103	90	test
Sox2-hU6@04597	145	104	379	70	101	303	test
Sox2-hU6@04598	17	41	113	0	14	8	test
Sox2-hU6@04599	166	309	144	165	59	100	test
Sox2-hU6@04600	481	532	588	444	432	466	test
Sox2-hU6@04601	387	555	494	215	276	226	test
Sox2-hU6@04602	106	155	145	23	330	43	test
Sox2-hU6@04603	219	414	645	310	131	612	test
Sox2-hU6@04604	434	478	554	585	216	652	test
Sox2-hU6@04605	437	257	351	321	226	219	test
Sox2-hU6@04606	246	294	545	248	312	273	test
Sox2-hU6@04607	59	31	55	59	48	22	test
Sox2-hU6@04608	74	109	42	66	72	97	test
Sox2-hU6@04609	1018	1043	1547	746	568	952	test
Sox2-hU6@04610	299	499	450	273	157	587	test
Sox2-hU6@04611	593	597	993	485	259	661	test
Sox2-hU6@04612	326	616	481	865	180	1099	test
Sox2-hU6@04613	64	50	63	11	19	183	test
Sox2-hU6@04614	33	36	30	27	30	82	test
Sox2-hU6@04615	312	372	580	146	194	222	test
Sox2-hU6@04616	141	111	113	28	58	106	test
Sox2-hU6@04617	1152	959	1708	603	669	1386	test
Sox2-hU6@04618	401	565	1227	485	378	570	test
Sox2-hU6@04619	335	449	654	254	195	179	test
Sox2-hU6@04620	138	102	187	104	35	121	test
Sox2-hU6@04621	277	373	590	190	245	841	test
Sox2-hU6@04622	913	1501	1668	1364	512	1241	test
Sox2-hU6@04623	246	615	564	286	388	552	test
Sox2-hU6@04624	582	972	1099	253	313	449	test
Sox2-hU6@04625	811	700	1091	623	320	845	test
Sox2-hU6@04626	41	67	73	54	37	44	test
Sox2-hU6@04627	388	853	570	512	154	421	test
Sox2-hU6@04628	383	624	428	324	138	158	test
Sox2-hU6@04629	135	188	176	225	20	97	test
Sox2-hU6@04630	493	874	596	1174	363	442	test
Sox2-hU6@04631	334	683	470	492	119	339	test
Sox2-hU6@04632	526	687	825	676	281	554	test
Sox2-hU6@04633	559	395	606	616	210	350	test
Sox2-hU6@04634	360	473	320	168	293	323	test
Sox2-hU6@04635	81	124	91	4	22	22	test
Sox2-hU6@04636	352	285	628	407	177	486	test
Sox2-hU6@04637	191	371	596	178	112	320	test
Sox2-hU6@04638	183	287	239	89	134	296	test
Sox2-hU6@04639	47	80	74	60	54	83	test
Sox2-hU6@04640	360	224	182	105	87	336	test
Sox2-hU6@04641	21	27	33	31	4	21	test
Sox2-hU6@04642	535	854	889	558	333	885	test
Sox2-hU6@04643	205	383	299	103	83	179	test
Sox2-hU6@04644	532	585	442	142	174	201	test
Sox2-hU6@04645	285	228	342	87	144	103	test
Sox2-hU6@04646	406	235	327	259	50	166	test
Sox2-hU6@04647	1177	1375	1555	690	410	1033	test
Sox2-hU6@04648	307	253	474	280	133	162	test
Sox2-hU6@04649	17	35	118	20	38	8	test
Sox2-hU6@04650	540	387	740	381	148	408	test
Sox2-hU6@04651	497	502	963	502	293	425	test
Sox2-hU6@04652	184	205	306	192	75	92	test
Sox2-hU6@04653	160	140	190	67	242	206	test
Sox2-hU6@04654	240	293	454	152	175	242	test
Sox2-hU6@04655	139	186	270	165	176	203	test
Sox2-hU6@04656	476	1105	1188	538	271	918	test
Sox2-hU6@04657	756	757	1303	1036	418	478	test
Sox2-hU6@04658	366	407	890	292	273	286	test
Sox2-hU6@04659	544	762	1024	999	721	581	test
Sox2-hU6@04660	351	475	488	306	79	299	test
Sox2-hU6@04661	1062	1398	1589	815	699	1173	test
Sox2-hU6@04701	411	567	751	296	204	322	test
Sox2-hU6@04702	157	485	221	276	143	301	test
Sox2-hU6@04703	160	200	331	131	229	192	test
Sox2-hU6@04704	752	743	1245	517	328	405	test
Sox2-hU6@04705	341	642	772	443	321	377	test
Sox2-hU6@04706	457	581	656	191	181	420	test
Sox2-hU6@04707	852	673	1072	478	350	739	test
Sox2-hU6@04708	173	138	418	207	38	286	test
Sox2-hU6@04709	145	152	267	74	148	120	test
Sox2-hU6@04710	402	537	550	197	103	230	test
Sox2-hU6@04711	63	78	64	19	31	15	test
Sox2-hU6@04712	195	218	223	23	61	53	test
Sox2-hU6@04713	585	915	1274	797	678	1030	test
Sox2-hU6@04714	6	0	20	0	0	1	test
Sox2-hU6@04715	105	72	141	55	32	330	test
Sox2-hU6@04716	0	12	0	14	7	8	test
Sox2-hU6@04717	539	675	1143	377	226	615	test
Sox2-hU6@04718	161	293	372	140	171	467	test
Sox2-hU6@04719	360	536	597	421	245	391	test
Sox2-hU6@04720	142	233	428	143	90	106	test
Sox2-hU6@04721	122	56	72	32	105	13	test
Sox2-hU6@04722	1164	1254	1683	758	709	1110	test
Sox2-hU6@04723	717	607	1425	316	518	409	test
Sox2-hU6@04724	108	130	217	148	72	105	test
Sox2-hU6@04725	212	293	695	449	159	398	test
Sox2-hU6@04726	570	423	550	276	237	291	test
Sox2-hU6@04727	36	19	101	2	34	5	test
Sox2-hU6@04728	370	712	612	616	265	579	test
Sox2-hU6@04729	32	45	31	51	21	63	test
Sox2-hU6@04730	88	192	180	128	90	179	test
Sox2-hU6@04731	239	309	415	366	219	504	test
Sox2-hU6@04732	101	344	223	261	26	338	test
Sox2-hU6@04733	105	210	119	173	59	112	test
Sox2-hU6@04734	611	815	948	539	479	1107	test
Sox2-hU6@04735	882	999	1485	592	542	769	test
Sox2-hU6@04736	57	32	38	19	9	6	test
Sox2-hU6@04737	576	441	592	354	407	474	test
Sox2-hU6@04738	96	453	46	27	0	41	test
Sox2-hU6@04739	725	1142	889	515	393	943	test
Sox2-hU6@04740	287	237	528	96	122	163	test
Sox2-hU6@04741	131	79	32	46	0	17	test
Sox2-hU6@04742	227	338	409	176	183	218	test
Sox2-hU6@04743	244	442	605	286	202	436	test
Sox2-hU6@04744	388	419	596	451	163	319	test
Sox2-hU6@04745	308	362	453	259	280	179	test
Sox2-hU6@04746	211	97	315	206	31	80	test
Sox2-hU6@04747	213	322	230	235	117	121	test
Sox2-hU6@04748	23	40	28	17	1	71	test
Sox2-hU6@04749	189	71	93	77	44	175	test
Sox2-hU6@04750	660	956	1196	436	267	647	test
Sox2-hU6@04751	1011	638	1159	563	681	417	test
Sox2-hU6@04752	8	31	11	30	39	47	test
Sox2-hU6@04753	710	884	1320	699	566	1756	test
Sox2-hU6@04754	41	62	91	39	49	43	test
Sox2-hU6@04755	469	707	665	295	233	401	test
Sox2-hU6@04756	107	65	250	99	42	35	test
Sox2-hU6@04757	389	470	358	379	241	364	test
Sox2-hU6@04758	34	91	92	53	8	71	test
Sox2-hU6@04759	257	41	163	105	97	38	test
Sox2-hU6@04760	979	837	1421	1073	413	647	test
Sox2-hU6@04761	446	496	685	250	263	369	test
Sox2-hU6@04762	454	448	999	374	317	861	test
Sox2-hU6@04763	1154	1353	1240	1127	633	791	test
Sox2-hU6@04764	488	477	674	321	192	607	test
Sox2-hU6@04765	678	632	910	520	417	473	test
Sox2-hU6@04766	401	154	307	204	206	160	test
Sox2-hU6@04767	804	1554	1220	683	624	1124	test
Sox2-hU6@04768	543	512	587	362	179	514	test
Sox2-hU6@04769	240	390	435	434	106	177	test
Sox2-hU6@04770	14	10	28	6	22	34	test
Sox2-hU6@04771	498	285	687	252	239	345	test
Sox2-hU6@04772	349	599	605	229	265	328	test
Sox2-hU6@04773	820	1017	1362	814	653	1097	test
Sox2-hU6@04774	341	328	577	285	137	300	test
Sox2-hU6@04775	161	111	720	131	38	108	test
Sox2-hU6@04776	483	654	958	342	377	466	test
Sox2-hU6@04777	531	440	1047	400	163	895	test
Sox2-hU6@04778	467	425	680	211	281	374	test
Sox2-hU6@04779	333	437	594	207	209	167	test
Sox2-hU6@04780	48	23	10	12	4	32	test
Sox2-hU6@04781	757	882	1298	796	419	733	test
Sox2-hU6@04782	72	19	49	14	0	22	test
Sox2-hU6@04783	376	359	374	205	144	295	test
Sox2-hU6@04784	211	161	219	110	106	126	test
Sox2-hU6@04785	224	207	186	88	144	131	test
Sox2-hU6@04786	0	3	15	5	0	3	test
Sox2-hU6@04787	24	32	17	14	17	15	test
Sox2-hU6@04788	706	763	1188	317	590	896	test
Sox2-hU6@04789	333	364	413	522	123	394	test
Sox2-hU6@04790	334	336	751	290	150	391	test
Sox2-hU6@04791	242	685	562	196	109	467	test
Sox2-hU6@04792	97	66	100	40	48	90	test
Sox2-hU6@04793	114	104	227	117	26	53	test
Sox2-hU6@04794	417	397	273	244	212	364	test
Sox2-hU6@04795	279	479	464	186	276	384	test
Sox2-hU6@04796	167	310	289	289	127	257	test
Sox2-hU6@04797	32	66	101	44	95	39	test
Sox2-hU6@04798	235	307	192	87	217	468	test
Sox2-hU6@04799	0	12	2	0	0	0	test
Sox2-hU6@04800	233	290	378	298	82	199	test
Sox2-hU6@04801	345	415	483	171	109	316	test
Sox2-hU6@04802	501	349	595	304	154	561	test
Sox2-hU6@04803	248	459	668	303	174	283	test
Sox2-hU6@04804	76	127	65	68	27	74	test
Sox2-hU6@04805	329	677	752	454	317	842	test
Sox2-hU6@04806	486	902	644	537	174	339	test
Sox2-hU6@04807	512	725	492	388	238	1568	test
Sox2-hU6@04808	262	306	228	259	150	180	test
Sox2-hU6@04809	268	342	448	296	183	376	test
Sox2-hU6@04810	269	261	287	228	248	355	test
Sox2-hU6@05653	0	18	30	0	1	15	test
Sox2-hU6@05654	543	721	822	426	451	1184	test
Sox2-hU6@05655	34	19	21	15	28	23	test
Sox2-hU6@05656	808	1064	1789	424	401	1463	test
Sox2-hU6@05657	1	24	78	80	13	19	test
Sox2-hU6@05658	20	43	49	13	8	10	test
Sox2-hU6@05659	499	637	1388	532	352	338	test
Sox2-hU6@05660	175	265	598	255	112	127	test
Sox2-hU6@05661	815	867	1525	595	238	1097	test
Sox2-hU6@05662	512	519	495	705	166	403	test
Sox2-hU6@05663	498	960	1173	754	411	507	test
Sox2-hU6@05664	122	209	177	120	32	110	test
Sox2-hU6@05665	12	46	11	15	12	1	test
Sox2-hU6@05666	302	514	530	236	170	360	test
Sox2-hU6@05667	350	496	739	448	302	595	test
Sox2-hU6@05668	411	315	449	182	245	208	test
Sox2-hU6@05669	263	369	485	241	202	973	test
Sox2-hU6@05670	127	83	141	57	99	147	test
Sox2-hU6@05671	132	135	127	53	33	84	test
Sox2-hU6@05672	308	319	400	189	454	210	test
Sox2-hU6@05673	313	539	576	335	280	362	test
Sox2-hU6@05674	800	734	1178	500	462	492	test
Sox2-hU6@05675	605	749	1400	586	398	712	test
Sox2-hU6@05676	1212	1573	2803	1495	814	2111	test
Sox2-hU6@05677	388	252	884	336	190	307	test
Sox2-hU6@05678	222	425	324	148	130	309	test
Sox2-hU6@05679	235	267	295	172	143	244	test
Sox2-hU6@05680	300	235	535	157	129	269	test
Sox2-hU6@05681	250	344	459	195	95	303	test
Sox2-hU6@05682	289	383	667	312	125	563	test
Sox2-hU6@05683	388	516	351	249	214	463	test
Sox2-hU6@05684	370	467	586	246	209	425	test
Sox2-hU6@05685	502	563	1166	417	401	463	test
Sox2-hU6@05686	155	237	250	282	49	465	test
Sox2-hU6@05687	315	426	935	307	221	216	test
