logFC	logCPM	F	PValue	status
SIN3A@04556	 1.7076284	 5.70757	3.069e+00	0.1101309	test
SIN3A@07878	 0.9389248	 6.18037	3.056e+00	0.1101462	test
SIN3A@04783	 1.0921743	 7.05127	3.067e+00	0.1102288	test
SIN3A@13047	-1.5892729	 5.00752	3.063e+00	0.1102299	test
SIN3A@13141	 2.2023503	 5.24356	3.067e+00	0.1102553	test
SIN3A@10587	 2.2353218	 5.02038	3.062e+00	0.1104968	test
SIN3A@00339	 1.9900777	 4.90022	3.061e+00	0.1105368	test
SIN3A@04521	 1.3834314	 5.75606	3.060e+00	0.1105673	test
SIN3A@07991	 2.0528243	 5.94078	3.056e+00	0.1107990	test
SIN3A@08275	 2.1067615	 5.23761	3.050e+00	0.1111136	test
SIN3A@02155	-2.2285733	 4.09964	3.048e+00	0.1111854	test
SIN3A@13651	 1.4366836	 5.90178	3.048e+00	0.1112206	test
SIN3A@14249	-1.3996139	 5.73983	3.046e+00	0.1112930	negative
