gRNA	XR029	XR030	XR031	XR032	XR033	XR034	XR035	XR036	XR037	XR038	XR039	group
SIN3A@07269	3531	4135	628	662	698	3699	2959	2813	3933	2941	1650	test
SIN3A@07270	2716	2909	476	151	138	2975	1877	4348	500	6683	1118	test
SIN3A@07271	1257	2516	427	112	62	2420	860	110	545	1699	775	test
SIN3A@07272	1144	4074	174	53	44	825	1786	408	628	149	1396	test
SIN3A@07273	1773	1835	141	114	87	883	4131	3103	1006	1777	2323	test
SIN3A@07274	10542	6087	3456	3111	4090	9694	6644	1821	1171	9154	2271	test
SIN3A@07275	5391	3508	990	986	1012	2548	2030	1200	884	5694	596	test
SIN3A@07276	1076	1791	578	512	545	2770	3041	422	67	2034	617	test
SIN3A@07277	1627	2908	254	70	44	1025	3959	907	2085	9047	2125	test
SIN3A@07278	7055	8325	1954	2120	2484	5448	3883	2084	1709	9906	803	test
SIN3A@07279	2042	2689	746	893	1028	2244	2717	728	342	4234	348	test
SIN3A@07280	3019	3774	1572	1421	1494	2687	4167	2038	998	1433	1492	test
SIN3A@07281	2012	1862	861	840	1050	3215	1724	1205	730	2243	1169	test
SIN3A@07282	1928	2196	765	814	939	2386	2878	779	599	2053	945	test
SIN3A@07283	412	724	150	34	41	1049	1087	6	326	71	329	test
SIN3A@07284	1296	1144	101	79	149	272	795	315	740	190	45	test
SIN3A@07285	1655	2454	159	68	39	197	1397	403	374	91	1515	test
SIN3A@07286	8163	4942	1827	1991	2254	8208	8123	1773	2403	8918	2253	test
SIN3A@07287	2201	2759	263	62	60	1430	2794	6523	599	3751	606	test
SIN3A@07288	1139	1725	89	32	49	206	2410	717	1814	4671	825	test
SIN3A@07289	8831	3898	2149	2677	2915	5677	6681	1303	501	7546	1129	test
SIN3A@07290	1051	175	60	17	46	1283	984	1387	308	3288	6	test
SIN3A@07291	4161	2746	1114	1191	1447	3001	2667	2884	246	605	1007	test
SIN3A@07292	4638	2420	1492	1804	2044	5931	4039	1205	303	2394	946	test
SIN3A@07293	1232	2394	196	24	17	1423	2571	587	873	9324	235	test
SIN3A@07294	15356	4659	5514	6346	7682	15026	7835	1462	2735	5534	1428	test
SIN3A@07295	4484	1758	1828	1959	2383	5001	2247	660	1302	4889	276	test
SIN3A@07296	2277	3549	493	409	469	2697	1696	463	702	4074	541	test
SIN3A@07297	6898	1829	1843	2014	2636	5315	10043	1802	3124	5263	1027	test
SIN3A@07298	352	2307	208	55	87	1379	1006	514	382	264	149	test
SIN3A@07299	7796	3744	2934	3107	3777	8478	7138	2089	1172	1384	911	test
SIN3A@07300	2718	2853	425	481	599	1011	2002	1013	1172	499	612	test
SIN3A@07301	1051	1330	175	39	60	659	21	122	1351	309	1092	test
SIN3A@07302	2187	3996	863	860	1256	2859	2113	3715	2670	2507	1163	test
SIN3A@07303	909	2719	275	127	43	1487	2867	1027	800	171	2032	test
SIN3A@07304	7409	6822	2516	2586	2778	7122	3339	1886	830	8293	1777	test
SIN3A@07305	2761	2985	74	91	123	1068	2312	1778	2174	4010	1171	test
SIN3A@07306	1741	2851	678	83	124	830	1836	243	1156	3255	1654	test
SIN3A@07307	5308	2588	1725	1982	2617	7323	2187	413	350	819	224	test
SIN3A@07308	7713	4277	2250	2517	2862	5224	4567	1525	2625	3491	996	test
SIN3A@07309	3401	4741	1173	1061	1261	3901	4488	1305	1017	5611	843	test
SIN3A@07310	6945	2358	2079	2411	2750	5263	3171	203	1328	12356	535	test
SIN3A@07311	1452	1471	506	32	66	1500	3859	1641	998	2614	674	test
SIN3A@07312	4790	2180	1286	1854	2165	4261	4036	369	1276	4696	1582	test
SIN3A@07313	3342	4488	863	771	903	4076	2755	1187	613	6917	539	test
SIN3A@07314	8951	4992	1600	1599	1831	5433	5079	1501	354	6210	1624	test
SIN3A@07315	1204	4306	361	65	79	3236	1574	1337	1614	4002	1338	test
SIN3A@07316	1828	1146	439	493	505	1889	2230	486	2176	1102	858	test
SIN3A@07317	428	2579	620	45	119	3083	1998	87	217	2963	724	test
SIN3A@07318	4161	5015	1159	1010	1123	2921	5712	2694	2196	2408	2611	test
SIN3A@07319	2262	3522	131	119	110	497	462	918	799	2945	1959	test
SIN3A@07320	10876	9126	2654	3283	3664	8801	8143	1044	775	5518	2585	test
SIN3A@07321	12320	12724	2924	3496	4097	14056	12156	3759	1721	17790	3459	test
SIN3A@07322	1029	1651	352	127	71	3046	1700	1418	733	10211	684	test
SIN3A@07323	837	602	150	47	35	1531	3434	1281	121	1861	1293	test
SIN3A@07324	567	515	118	127	144	844	1998	702	1032	1989	803	test
SIN3A@07325	5693	5674	1913	2069	2304	5816	4555	3134	2512	4563	1673	test
SIN3A@07326	4110	3423	1286	609	774	1835	1855	527	719	2989	756	test
SIN3A@07327	921	1946	96	47	13	644	647	1400	109	143	534	test
SIN3A@07328	2073	3527	1019	724	911	3554	2143	4793	1281	6821	892	test
SIN3A@07329	1617	362	143	112	141	173	279	205	222	79	404	test
SIN3A@07330	3299	2876	1077	1080	1160	3774	3404	476	1625	5553	1138	test
SIN3A@07331	8615	5891	3454	2328	2605	7096	6573	1047	2053	9093	2210	test
SIN3A@07332	1470	1715	83	110	106	855	2083	1445	1268	5221	317	test
SIN3A@07333	4022	3290	846	843	1048	2655	4698	418	684	7649	1134	test
SIN3A@07334	6255	3556	1963	2385	3020	5342	6358	1793	2066	8687	1656	test
SIN3A@07335	1325	1609	71	74	78	129	814	137	334	360	706	test
SIN3A@07336	11947	7485	3972	5137	5444	11968	5536	1552	1011	4962	1100	test
SIN3A@07337	1545	2546	404	12	13	1606	2068	1463	2049	7073	1309	test
SIN3A@07338	2105	869	439	537	578	1638	2095	658	708	3769	61	test
SIN3A@07339	1073	639	260	78	70	269	1013	146	211	6742	602	test
SIN3A@07340	4232	2303	783	849	929	3065	2448	691	340	1349	368	test
SIN3A@07341	397	972	406	21	31	451	1019	609	491	612	258	test
SIN3A@07342	787	761	61	27	29	1344	777	115	389	1470	426	test
SIN3A@07343	599	651	47	16	60	4	346	1014	557	1708	184	test
SIN3A@07344	134	1111	19	8	48	605	1568	274	106	3753	147	test
SIN3A@07345	1893	2799	586	446	523	3937	2715	932	511	6456	886	test
SIN3A@07346	6267	3593	2055	2245	2841	6173	3096	1341	652	5220	1000	test
SIN3A@07347	639	890	154	21	22	462	1313	706	1199	227	209	test
SIN3A@07348	1690	1855	223	162	169	999	625	1075	723	4223	278	test
SIN3A@07349	3657	3581	1182	886	1003	4702	5824	1300	2818	10261	1549	test
SIN3A@07350	3665	2808	813	969	982	2946	5349	1756	1832	5055	1290	test
SIN3A@07351	3692	2927	1161	1087	1345	4009	3988	2083	575	3328	1549	test
SIN3A@07352	1052	2306	31	28	9	761	219	515	1151	179	415	test
SIN3A@07353	20	1690	23	4	0	716	1144	8	66	40	109	test
SIN3A@07354	3249	2401	953	150	154	1903	2597	926	2813	1629	1479	test
SIN3A@07355	2687	4530	432	601	570	3860	3980	1730	2427	6610	488	test
SIN3A@07356	3405	3701	216	57	23	2139	3371	3808	411	18428	546	test
SIN3A@07357	1876	1219	558	610	726	2679	4258	376	1456	6821	1122	test
SIN3A@07358	506	3068	98	39	70	880	445	1299	2218	2135	491	test
SIN3A@07359	2140	3700	537	73	85	2648	1304	840	743	4274	177	test
SIN3A@07360	5456	4836	1054	1003	1113	2684	2598	2296	1125	567	942	test
SIN3A@07361	1548	1337	271	103	53	1045	4540	829	4113	2083	1468	test
SIN3A@07362	2608	4775	341	60	102	2229	6073	2153	3497	6059	1189	test
SIN3A@07363	10664	10488	2283	2308	2674	9048	13465	2140	3391	6531	5587	test
SIN3A@07364	2957	2751	776	794	957	2797	4654	1459	504	1167	1824	test
SIN3A@07365	1275	3206	549	115	127	1750	4483	2697	1900	2027	958	test
SIN3A@07366	11827	5103	3727	4526	5377	10054	6355	1808	936	13635	1796	test
SIN3A@07367	2318	1544	795	809	884	1727	1619	3579	554	576	1586	test
SIN3A@07368	4349	2990	821	957	1132	2995	1738	601	187	1204	663	test
SIN3A@07369	738	2985	243	95	98	1905	3395	2421	1949	8130	2041	test
SIN3A@07370	12430	7985	3795	4087	4947	11725	8584	4913	3002	4173	3425	test
SIN3A@07371	4799	4145	1371	1400	1811	5656	8637	2543	1128	15458	1662	test
SIN3A@07372	4719	7044	1167	543	683	2223	7460	1934	752	4871	2782	test
SIN3A@07373	1034	1268	62	10	18	606	460	539	233	3003	624	test
SIN3A@07374	8706	3759	2816	3187	3826	7553	5910	2415	1203	3038	582	test
SIN3A@07375	2151	1543	162	49	48	388	3182	929	1006	3023	1120	test
SIN3A@07376	971	2779	108	81	114	2542	3484	1736	314	1080	1038	test
SIN3A@07377	1017	2012	323	96	42	1132	948	3435	2439	1260	511	test
SIN3A@07378	2606	524	41	17	124	751	1265	1041	262	2986	209	test
SIN3A@07379	6628	4211	1968	1840	2263	6330	9235	1473	1114	5298	1718	test
SIN3A@07380	1604	1576	398	362	424	2674	1426	578	519	3424	1111	test
SIN3A@07381	940	1166	84	19	5	1101	1711	262	53	3247	290	test
SIN3A@07382	1030	1862	457	388	448	1789	5255	483	230	4346	1097	test
SIN3A@07383	5443	4159	781	893	1170	5181	3133	1444	1551	6265	1180	test
SIN3A@07384	35	653	189	5	16	528	1164	112	39	22	137	test
SIN3A@07385	4176	2293	1409	1389	1866	4158	5228	2489	1120	4830	1120	test
SIN3A@07386	311	454	20	38	108	434	748	304	631	1967	788	test
SIN3A@07387	1998	1822	938	827	989	2040	3588	137	418	3201	1054	test
SIN3A@07388	3509	4283	1461	1098	1145	3926	6110	783	2207	7151	967	test
SIN3A@07389	9375	9042	3090	2925	3482	11741	11851	4365	2114	9636	3618	test
SIN3A@07390	4562	1048	1608	1747	2128	5748	2419	737	747	5769	897	test
SIN3A@07391	918	1106	277	86	251	1319	2287	133	824	240	1193	test
SIN3A@07392	871	940	56	25	28	118	2301	211	266	5139	1181	test
SIN3A@07393	2708	1780	466	562	670	1763	498	504	542	318	17	test
SIN3A@07394	1571	1285	499	382	349	988	2836	229	637	331	253	test
SIN3A@07395	3353	5567	865	205	416	4174	6750	4284	5454	6398	2717	test
SIN3A@07396	6769	3456	1968	2356	2712	6568	6023	1670	1442	2706	1384	test
SIN3A@07397	8926	5385	2870	3514	4110	7261	6216	2199	3143	7249	889	test
SIN3A@07398	5435	10471	2048	2020	2263	7910	6515	1327	1278	3663	2832	test
SIN3A@07399	2501	2994	331	38	70	807	2623	1397	1302	9813	612	test
SIN3A@07400	2368	2941	921	802	959	2704	4440	955	490	6193	803	test
SIN3A@07401	4710	3374	1472	1264	1686	5094	2834	1221	2405	9576	1620	test
SIN3A@07402	5338	2476	1396	1858	2062	6101	2477	1484	2016	2344	752	test
SIN3A@07403	2620	2834	756	739	837	1663	1669	237	1460	674	544	test
SIN3A@07404	4972	4350	1065	1029	1229	3671	3081	1121	1148	11429	1887	test
SIN3A@07405	5216	1590	1475	1718	2203	4632	6045	1432	768	5693	1173	test
SIN3A@07406	3725	3896	1066	1253	1404	3863	5154	1392	293	7625	686	test
SIN3A@07407	4629	5510	1202	991	1172	3677	3805	3249	1078	11295	3887	test
SIN3A@07408	2145	3160	437	110	107	3163	2857	1375	2980	9625	2166	test
SIN3A@07409	2569	2644	231	53	99	2190	5527	3151	3350	1672	1784	test
SIN3A@07410	3763	4010	1018	1036	1211	3282	4147	5201	2211	9648	1353	test
SIN3A@07411	9957	6635	2937	3259	3863	8244	6440	1849	3464	16145	2478	test
SIN3A@07412	12128	6332	3849	4614	5595	12634	8787	3443	2230	8802	1668	test
SIN3A@07413	1143	1271	196	182	255	1705	2227	334	211	1810	144	test
SIN3A@07414	2473	4749	747	425	394	1521	2755	890	787	7583	759	test
SIN3A@07415	3074	4050	995	827	924	3878	3713	1971	2387	2061	977	test
SIN3A@07416	5858	4114	1732	2170	2441	6668	5348	1339	1446	14762	1190	test
SIN3A@07417	3243	4522	479	90	113	945	4857	1310	2188	5076	581	test
SIN3A@07418	3165	1872	747	74	75	1207	4114	584	2308	8877	1307	test
SIN3A@07419	9949	3504	3595	4537	5536	11527	5043	1004	634	2563	1497	test
SIN3A@07420	6824	4215	1907	2091	2546	5333	4545	1626	2134	4456	490	test
SIN3A@07421	1226	1561	333	56	53	725	2939	859	235	5125	951	test
SIN3A@07422	6189	4260	1737	2229	2695	5972	4077	1369	6421	1548	1526	test
SIN3A@07423	9691	4814	3432	3578	4149	10805	6850	1422	1998	9486	1671	test
SIN3A@07424	16791	9048	3413	3623	4218	11930	9844	2286	3654	9854	3359	test
SIN3A@07425	2916	3559	885	780	1092	2797	3338	1177	443	1107	534	test
SIN3A@07426	5350	3811	1087	468	524	7488	2394	1770	5126	831	2370	test
SIN3A@07427	3339	4431	632	172	206	1863	4689	568	2106	10215	2071	test
SIN3A@07428	3950	4949	1011	483	470	2751	3221	2003	1511	6638	1615	test
SIN3A@07429	903	1760	157	126	155	297	1188	1089	1018	485	6	test
SIN3A@07430	2224	3688	895	823	869	3124	5634	3307	1729	642	663	test
SIN3A@07431	3887	3099	962	822	1069	3877	7502	1891	1468	11800	1539	test
SIN3A@07432	2810	788	465	31	77	341	1422	1667	955	1686	167	test
SIN3A@07433	2035	2575	896	787	1084	3007	4869	3020	2936	2954	1660	test
SIN3A@07434	2892	2377	172	53	137	762	6944	571	347	229	960	test
SIN3A@07435	1401	1828	660	191	288	937	2615	798	282	1858	2079	test
SIN3A@07436	2169	641	403	480	496	1676	3076	191	1048	465	169	test
SIN3A@07437	4832	1964	1312	1544	1890	4391	2959	1853	1925	6672	1309	test
SIN3A@07438	3060	4359	143	86	162	2037	4529	1805	1843	3518	1359	test
SIN3A@07439	4390	4145	1289	626	744	4169	2284	1653	1862	21472	2017	test
SIN3A@07440	21873	12321	7241	9091	10931	22269	12164	3807	2290	13893	2036	test
SIN3A@07441	227	1443	31	18	14	1975	1744	391	519	2676	122	test
SIN3A@07442	2699	3272	245	105	194	1705	2042	867	1784	7493	655	test
SIN3A@07443	4132	5428	1064	1025	1160	2847	3675	643	856	693	2247	test
SIN3A@07444	5228	5735	946	885	987	2826	1683	569	1985	852	734	test
SIN3A@07445	1346	3634	1083	447	465	2031	1713	1559	1094	1354	1047	test
SIN3A@07446	3280	4873	1263	897	1114	3779	4439	761	1474	12069	843	test
SIN3A@07447	2824	2803	1006	885	903	2177	843	2048	2139	603	287	test
SIN3A@07448	372	1261	164	40	133	2276	1776	679	1938	8139	633	test
SIN3A@07449	1186	1634	723	59	193	695	479	522	842	7465	1141	test
SIN3A@07450	4776	4080	1401	1666	2049	3808	3489	2843	2683	8115	1557	test
SIN3A@07451	9567	9043	2229	1864	2922	5764	6353	4725	4617	6738	3361	test
SIN3A@07452	3372	7188	854	274	327	2425	4653	4591	3249	12293	4346	test
SIN3A@07453	4249	5160	966	868	947	4344	10079	2408	1014	6303	1643	test
SIN3A@07454	5295	5531	1579	942	1112	5201	6727	3952	2265	12326	3979	test
SIN3A@07455	2928	4457	801	509	705	4545	4367	3803	1656	7464	2118	test
SIN3A@07456	7631	8316	1533	1629	1963	4580	7549	2318	1202	8840	1857	test
SIN3A@07457	871	1331	162	34	24	1704	2958	2193	212	139	953	test
SIN3A@07458	1593	2240	325	89	127	1421	2634	313	565	160	296	test
SIN3A@07459	1835	1138	449	591	760	4401	2318	792	1510	3411	347	test
SIN3A@07460	2363	2439	115	20	63	797	2092	136	117	4450	1158	test
SIN3A@07461	4375	1682	1355	1734	2013	4086	3288	158	386	1696	320	test
SIN3A@07462	8044	3514	2488	2865	3574	6533	5073	981	6805	7648	266	test
SIN3A@07463	4543	3458	1144	998	1179	2637	2827	1235	1882	543	1943	test
SIN3A@07464	3142	1839	370	346	484	1750	1535	983	1067	5410	1207	test
SIN3A@07465	2354	2186	484	339	332	639	5402	965	543	4163	1388	test
SIN3A@07466	11851	12514	3070	3141	3612	13188	12818	4171	2302	17033	2487	test
SIN3A@07467	13093	6729	3480	3752	4417	11029	4556	2245	2435	12952	2133	test
SIN3A@07468	53	675	341	14	41	80	437	347	899	154	603	test
SIN3A@07469	11504	8192	2992	3586	4213	12516	9077	1132	2057	8779	2501	test
SIN3A@07470	1763	3547	353	367	398	3117	3342	1312	2764	4129	1433	test
SIN3A@07471	4581	4354	764	496	541	3144	8014	4160	1105	9653	2915	test
SIN3A@07472	2531	4521	778	70	78	2657	4702	2319	766	6015	1140	test
SIN3A@07473	4178	4217	816	835	1226	3420	8847	2061	568	2924	1925	test
SIN3A@07474	9050	4714	2479	2712	3284	10120	4466	4635	4095	15712	2309	test
SIN3A@07475	3202	3260	1114	878	1182	5215	2939	954	637	474	1577	test
SIN3A@07476	2031	2114	389	393	449	719	1687	130	552	695	303	test
SIN3A@07477	8202	5011	2237	2639	3287	6564	3955	2193	1885	7097	1247	test
SIN3A@07478	4071	3743	1336	1056	1225	2870	4231	1244	1045	13677	1780	test
SIN3A@07479	3188	8520	881	691	840	3475	1874	2070	2634	10010	2159	test
SIN3A@07480	3074	2406	216	17	7	583	3599	1178	1283	17585	1616	test
SIN3A@07481	828	1957	263	170	161	542	873	1172	578	268	1646	test
SIN3A@07482	4143	2477	827	784	960	4971	2336	1948	1697	3306	2514	test
SIN3A@07483	6737	7552	2584	2579	3179	8508	6708	3151	1823	11874	3610	test
SIN3A@07484	7487	2789	1984	2633	3145	7092	3401	2862	3088	5722	407	test
SIN3A@07485	1863	1332	521	442	436	1359	2377	995	629	5265	1224	test
SIN3A@07486	835	309	206	30	224	528	2601	1112	1061	2742	330	test
SIN3A@07487	3335	3762	153	104	240	3172	2878	2019	1569	505	500	test
SIN3A@07488	1071	748	368	78	8	1938	727	129	254	799	438	test
SIN3A@07489	1027	3988	354	73	139	1195	1280	3308	965	2906	1144	test
SIN3A@07490	1367	1496	259	36	55	1035	2126	3365	179	2409	817	test
SIN3A@07491	967	2244	217	33	110	2003	1862	369	2050	3984	1537	test
SIN3A@07492	6516	5071	1320	1167	1366	5339	6889	707	1327	2794	2117	test
SIN3A@07493	983	1131	589	35	54	1276	454	162	812	167	451	test
SIN3A@07494	2808	1495	889	1002	1237	2394	3674	603	112	402	221	test
SIN3A@07495	1935	4094	898	502	488	3226	5151	1665	2131	13458	2602	test
SIN3A@07496	713	1232	421	58	105	1761	1594	1161	174	2997	1785	test
SIN3A@07497	3955	5095	1653	1464	1496	5038	5720	1553	1787	3605	1483	test
SIN3A@07498	5773	4531	1766	1934	2336	5636	5219	1583	1807	4852	2030	test
SIN3A@07499	8631	4727	2848	3084	3549	8464	5575	2125	2646	5347	2296	test
SIN3A@07500	1113	2566	346	99	110	950	4662	543	357	5721	2134	test
SIN3A@07501	1923	1124	652	756	890	1891	1008	178	360	1687	430	test
SIN3A@07502	2060	5081	628	165	224	1465	1977	2598	2323	5363	2574	test
SIN3A@07503	4377	4624	1076	975	1332	5090	9158	1954	1302	10670	2138	test
SIN3A@07504	1678	2248	1038	473	642	2368	2193	1813	1296	3587	1566	test
SIN3A@07505	2457	1108	130	58	72	2368	2184	728	1070	3500	1130	test
SIN3A@07506	778	314	102	96	105	1534	1903	1256	1271	9600	225	test
SIN3A@07507	597	1210	34	5	5	493	1577	499	1007	4901	793	test
SIN3A@07508	5748	6551	1627	1602	1898	5732	7399	5267	2189	13693	2779	test
SIN3A@07509	4248	2461	689	425	619	3601	3131	1274	1471	3983	743	test
SIN3A@07510	1189	4185	503	99	75	2357	4437	2048	1042	7303	1342	test
SIN3A@07511	2872	2222	639	746	894	1547	805	364	453	1818	180	test
SIN3A@07512	182	28	20	25	15	63	65	18	153	49	1	test
SIN3A@07513	2738	2966	964	827	995	2311	1391	1818	629	5135	902	test
SIN3A@07514	3049	1689	306	332	267	3551	4359	270	1635	9590	1171	test
SIN3A@07515	1716	3219	654	91	146	3090	5239	2169	7970	10481	1661	test
SIN3A@07516	1718	1553	246	175	226	1143	1901	846	926	6996	985	test
SIN3A@07517	976	1440	145	22	159	628	932	47	24	52	325	test
SIN3A@07518	5394	2788	1653	1685	2036	4930	2901	2279	2860	9565	438	test
SIN3A@07519	322	1220	62	64	48	418	973	719	416	251	108	test
SIN3A@07520	1197	1163	151	104	230	144	2271	875	1319	1974	315	test
SIN3A@07521	7688	3240	2321	2794	3406	6726	5365	1249	2127	6724	1647	test
SIN3A@07522	7193	5186	1874	2069	2252	5480	2981	5144	1256	1018	1638	test
SIN3A@07523	5743	7214	699	199	222	3724	12603	3009	2835	8321	1032	test
SIN3A@07524	1230	1918	644	119	112	744	3684	1173	656	4082	1939	test
SIN3A@07525	1610	394	351	313	391	876	1070	106	576	128	318	test
SIN3A@07526	1058	978	541	238	334	2685	1513	948	153	1727	582	test
SIN3A@07527	2547	3920	493	342	404	2207	2385	334	1156	2019	1136	test
SIN3A@07528	8229	2619	1428	1474	2129	4965	1634	3268	5827	5745	1162	test
SIN3A@07529	1751	1435	851	711	865	3175	1392	449	134	3414	189	test
SIN3A@07530	4644	2459	1371	1390	1610	3259	3375	1727	1130	3253	1635	test
SIN3A@07531	2578	3148	182	15	64	969	3635	806	909	4875	1863	test
SIN3A@07532	359	2825	204	23	74	25	8	496	561	184	6	test
SIN3A@07533	1902	2722	133	60	172	124	1672	904	2011	2972	459	test
SIN3A@07534	5780	6135	1507	943	1046	4608	7302	3716	3664	14385	3044	test
SIN3A@07535	3644	1845	1085	1014	1144	4069	3795	2443	769	7458	1705	test
SIN3A@07536	5773	6472	2200	1983	2583	7487	6363	1382	1733	3937	2583	test
SIN3A@07537	3254	6214	444	93	233	1865	2743	1209	2389	11865	1660	test
SIN3A@07538	4182	3867	1011	1027	1281	3194	6286	2438	1184	2302	1117	test
SIN3A@07539	5637	5880	1492	1683	2020	3984	5985	629	1193	6106	840	test
SIN3A@07540	2985	4155	782	823	904	2474	2810	2375	971	5495	1084	test
SIN3A@07541	7149	3782	2254	2394	2825	7262	7247	1510	1782	3774	2814	test
SIN3A@07542	2063	2459	201	88	81	2294	3244	3312	1010	3209	1656	test
SIN3A@07543	586	1730	71	26	77	847	44	245	276	2593	29	test
SIN3A@07544	11943	5459	3890	5079	6076	13863	5987	4510	3045	6171	4326	test
SIN3A@07545	2737	3448	383	51	49	1958	4258	1560	1238	342	994	test
SIN3A@07546	1865	2649	171	91	58	1851	3558	2989	2803	1928	674	test
SIN3A@07547	1355	1044	154	39	36	764	61	664	1102	217	167	test
SIN3A@07548	9571	8028	2274	2179	2840	6351	6935	4542	2225	4104	1647	test
SIN3A@07549	2917	2975	811	639	663	1759	4523	979	1683	1329	1514	test
SIN3A@07550	8219	9915	1005	978	879	4635	11853	2969	1466	15792	3435	test
SIN3A@07551	1201	3519	572	380	470	1897	1486	1384	1421	7496	1380	test
SIN3A@07552	3987	2604	317	201	330	2270	1069	1462	3765	10664	461	test
SIN3A@07553	6194	5829	2314	2556	2880	6706	6530	1309	1324	12150	782	test
SIN3A@07554	1213	2791	408	118	178	581	3627	546	1319	1903	391	test
SIN3A@07555	8588	8983	2272	2366	2686	9267	5252	1973	2259	10436	3667	test
SIN3A@07556	4827	6116	1009	781	951	6221	4645	4266	1192	941	2842	test
SIN3A@07557	7576	3428	2052	2381	2891	6922	2957	1928	1497	6619	961	test
SIN3A@07558	3400	2943	1451	1045	1357	4278	2080	907	1603	4723	283	test
SIN3A@07559	8905	3851	2774	2949	3604	7801	5957	3133	1555	8178	699	test
SIN3A@07560	1490	2673	308	36	100	1037	2562	809	491	168	612	test
SIN3A@07561	105	521	39	27	29	8	673	1007	1973	432	1080	test
SIN3A@07562	1877	2080	309	35	22	2072	1099	1763	2561	451	887	test
SIN3A@07563	3027	2148	736	651	749	2826	837	1211	2831	2178	201	test
SIN3A@07564	7050	5471	1450	1057	1548	5888	5826	3856	2659	4905	1764	test
SIN3A@07565	2605	2280	464	511	559	1553	839	1370	1592	664	1319	test
SIN3A@07566	994	367	139	11	57	673	2177	1501	1847	6583	275	test
SIN3A@07567	1224	1803	631	115	99	1491	504	261	1331	3026	565	test
SIN3A@07568	3253	3164	1104	893	1113	4476	6261	302	1230	2833	1368	test
SIN3A@07569	182	1070	174	91	69	2040	1750	1556	1911	4120	1334	test
SIN3A@07570	3072	5275	1042	511	455	4459	4016	2367	2220	11018	1820	test
SIN3A@07571	5991	4497	1748	1714	2046	5792	4967	1428	2934	1002	889	test
SIN3A@07572	911	3344	333	46	7	4073	7632	2863	1080	9368	3517	test
SIN3A@07573	4592	3624	1422	1213	1604	4440	3815	1766	2202	4867	1350	test
SIN3A@07574	4342	5586	975	1011	1181	4499	3238	2599	572	3998	2347	test
SIN3A@07575	2984	6133	1178	566	574	2468	4752	1833	1274	4142	821	test
SIN3A@07576	5069	3169	668	77	103	1043	4256	1035	725	8117	1358	test
SIN3A@07577	2192	1167	249	34	74	1336	3333	3705	2147	3518	1176	test
SIN3A@07578	4406	2456	1013	576	508	2298	5738	955	1627	3616	1778	test
SIN3A@07579	12483	7310	2900	3030	3485	10027	13050	2765	3452	14597	2900	test
SIN3A@07580	325	1961	128	88	127	1652	3623	1569	951	5582	1071	test
SIN3A@07581	9261	6474	1916	2250	2817	7732	9004	2502	5200	12224	2503	test
SIN3A@07582	7457	4082	1897	2266	2770	5879	3214	579	813	2357	548	test
SIN3A@07583	1709	2281	730	880	1025	1576	948	98	144	293	468	test
SIN3A@07584	1918	902	794	951	1233	2298	717	407	689	1077	279	test
SIN3A@07585	124	625	106	49	40	1709	849	2608	174	337	174	test
SIN3A@07586	595	3057	128	62	59	834	3442	215	956	1598	1426	test
SIN3A@07587	3323	5224	1278	914	1153	3556	6230	2401	3182	7545	1377	test
SIN3A@07588	3168	3291	350	149	162	2095	1354	490	507	289	941	test
SIN3A@07589	5349	3704	1592	1853	2474	5829	2838	1141	897	12747	1961	test
SIN3A@07590	5350	5597	1268	1400	1663	5156	5770	2786	3535	7693	1980	test
SIN3A@07591	4759	2384	1482	1741	2109	4578	3038	475	3529	3546	150	test
SIN3A@07592	1291	2435	143	76	73	2188	2899	339	496	148	522	test
SIN3A@07593	1235	5496	362	37	82	999	1871	915	1130	1953	413	test
SIN3A@07594	1936	2610	312	444	401	1124	362	972	1353	1396	506	test
SIN3A@07595	9993	6270	2600	3161	3675	9832	12003	2660	1928	10921	1978	test
SIN3A@07596	3834	5147	716	214	288	2142	3392	999	2422	7940	819	test
SIN3A@07597	929	2062	118	93	149	2163	2525	422	763	2445	654	test
SIN3A@07598	2590	2479	153	84	71	1870	2747	2160	4013	11931	547	test
SIN3A@07599	1093	2181	573	99	143	917	1712	836	733	9128	1910	test
SIN3A@07600	7595	3630	2461	2809	3346	7284	7791	1161	1914	1290	1845	test
SIN3A@07601	705	2164	85	145	123	278	549	2027	1058	671	471	test
SIN3A@07602	3068	1835	1446	1035	1526	3615	4135	734	1793	3832	448	test
SIN3A@07603	818	1598	73	48	31	57	21	228	667	3400	531	test
SIN3A@07604	2414	2754	893	914	1132	3450	3922	2014	806	5662	299	test
SIN3A@07605	1198	1092	58	28	14	618	814	8	124	4376	154	test
SIN3A@07606	1338	4534	257	196	106	1112	1849	3341	2136	655	1450	test
SIN3A@07607	5162	4437	1455	1372	1468	6009	6007	2862	1591	10976	2397	test
SIN3A@07608	3430	5181	472	94	140	2063	4495	1547	737	17172	2797	test
SIN3A@07609	554	1001	688	44	52	1219	1188	544	699	3330	1185	test
SIN3A@07610	1379	2158	583	66	124	1549	1458	1611	1927	2737	323	test
SIN3A@07611	2639	1899	939	43	97	1674	2082	927	973	4431	874	test
SIN3A@07612	875	2429	742	339	452	2399	2135	1790	1418	2579	582	test
SIN3A@07613	7866	5566	1986	2390	2789	6978	6725	2984	1416	18633	959	test
SIN3A@07614	3743	1463	787	779	839	2257	4585	2811	1205	3428	1410	test
SIN3A@07615	2825	6439	934	1064	1185	1961	2555	371	832	4525	902	test
